hour,DE,LT,PL,PL pomorskie,PL zachodniopomorskie,SE
2013-01-01 00:00:00,0.95,0.95,1.0,1.0,1.0,0.911
2013-01-01 01:00:00,0.635,0.95,1.0,1.0,1.0,0.889
2013-01-01 02:00:00,0.507,0.95,0.999,0.999,1.0,0.891
2013-01-01 03:00:00,0.366,0.95,0.999,0.999,1.0,0.908
2013-01-01 04:00:00,0.381,0.95,0.998,0.998,1.0,0.919
2013-01-01 05:00:00,0.371,0.95,0.998,0.998,1.0,0.923
2013-01-01 06:00:00,0.342,0.95,0.998,0.998,1.0,0.924
2013-01-01 07:00:00,0.371,0.95,0.998,0.998,1.0,0.911
2013-01-01 08:00:00,0.442,0.95,0.998,0.998,0.999,0.882
2013-01-01 09:00:00,0.483,0.95,0.997,0.997,0.999,0.855
2013-01-01 10:00:00,0.491,0.95,0.993,0.993,0.998,0.833
2013-01-01 11:00:00,0.541,0.95,0.994,0.994,0.998,0.812
2013-01-01 12:00:00,0.587,0.949,0.993,0.993,0.997,0.803
2013-01-01 13:00:00,0.629,0.949,0.987,0.987,0.997,0.795
2013-01-01 14:00:00,0.672,0.947,0.981,0.981,0.991,0.773
2013-01-01 15:00:00,0.717,0.937,0.976,0.976,0.987,0.758
2013-01-01 16:00:00,0.761,0.92,0.982,0.982,0.964,0.742
2013-01-01 17:00:00,0.809,0.895,0.986,0.986,0.901,0.703
2013-01-01 18:00:00,0.834,0.926,0.985,0.985,0.825,0.668
2013-01-01 19:00:00,0.853,0.94,0.975,0.975,0.703,0.647
2013-01-01 20:00:00,0.862,0.948,0.928,0.928,0.611,0.639
2013-01-01 21:00:00,0.877,0.949,0.823,0.823,0.56,0.558
2013-01-01 22:00:00,0.891,0.941,0.741,0.741,0.478,0.502
2013-01-01 23:00:00,0.91,0.868,0.652,0.652,0.563,0.475
2013-01-02 00:00:00,0.902,0.749,0.58,0.58,0.634,0.465
2013-01-02 01:00:00,0.91,0.676,0.536,0.536,0.764,0.466
2013-01-02 02:00:00,0.926,0.664,0.691,0.691,0.812,0.445
2013-01-02 03:00:00,0.918,0.555,0.832,0.832,0.832,0.461
2013-01-02 04:00:00,0.876,0.499,0.779,0.779,0.837,0.495
2013-01-02 05:00:00,0.877,0.572,0.735,0.735,0.871,0.479
2013-01-02 06:00:00,0.855,0.484,0.803,0.803,0.894,0.474
2013-01-02 07:00:00,0.792,0.42,0.894,0.894,0.868,0.488
2013-01-02 08:00:00,0.759,0.486,0.882,0.882,0.867,0.504
2013-01-02 09:00:00,0.767,0.658,0.857,0.857,0.899,0.518
2013-01-02 10:00:00,0.762,0.813,0.902,0.902,0.942,0.526
