hour,DE,LT,PL,PL pomorskie,PL zachodniopomorskie,SE
2012-01-02 08:00:00,0.815,0.95,1.0,1.0,0.958,0.858
2012-01-02 09:00:00,0.825,0.95,0.999,0.999,0.921,0.865
2012-01-02 10:00:00,0.803,0.95,0.997,0.997,0.926,0.865
2012-01-02 11:00:00,0.758,0.95,0.99,0.99,0.925,0.863
2012-01-02 12:00:00,0.741,0.95,0.979,0.979,0.821,0.847
2012-01-02 13:00:00,0.798,0.949,0.891,0.891,0.733,0.823
2012-01-02 14:00:00,0.842,0.932,0.8,0.8,0.591,0.808
2012-01-02 15:00:00,0.873,0.795,0.695,0.695,0.591,0.733
2012-01-02 16:00:00,0.878,0.635,0.679,0.679,0.515,0.681
2012-01-02 17:00:00,0.889,0.584,0.561,0.561,0.371,0.651
2012-01-02 18:00:00,0.902,0.683,0.419,0.419,0.498,0.593
2012-01-02 19:00:00,0.912,0.63,0.449,0.449,0.724,0.555
2012-01-02 20:00:00,0.914,0.475,0.616,0.616,0.783,0.599
2012-01-02 21:00:00,0.915,0.46,0.708,0.708,0.802,0.684
2012-01-02 22:00:00,0.931,0.572,0.778,0.778,0.866,0.744
2012-01-02 23:00:00,0.935,0.591,0.772,0.772,0.874,0.759
2012-01-03 00:00:00,0.941,0.629,0.714,0.714,0.964,0.714
2012-01-03 01:00:00,0.947,0.56,0.865,0.865,0.969,0.745
2012-01-03 02:00:00,0.946,0.404,0.971,0.971,0.964,0.82
2012-01-03 03:00:00,0.945,0.435,0.99,0.99,0.973,0.858
2012-01-03 04:00:00,0.947,0.732,0.994,0.994,0.972,0.871
2012-01-03 05:00:00,0.948,0.852,0.99,0.99,0.979,0.875
2012-01-03 06:00:00,0.949,0.902,0.992,0.992,0.976,0.897
2012-01-03 07:00:00,0.948,0.916,0.996,0.996,0.952,0.909
2012-01-03 08:00:00,0.948,0.918,0.991,0.991,0.963,0.916
2012-01-03 09:00:00,0.906,0.929,0.985,0.985,0.974,0.917
2012-01-03 10:00:00,0.688,0.94,0.982,0.982,0.984,0.925
2012-01-03 11:00:00,0.56,0.946,0.966,0.966,0.992,0.932
2012-01-03 12:00:00,0.644,0.944,0.967,0.967,0.999,0.935
2012-01-03 13:00:00,0.607,0.94,0.992,0.992,1.0,0.938
2012-01-03 14:00:00,0.614,0.944,0.997,0.997,1.0,0.932
2012-01-03 15:00:00,0.665,0.937,0.999,0.999,1.0,0.931
2012-01-03 16:00:00,0.852,0.949,1.0,1.0,0.998,0.936
2012-01-03 17:00:00,0.906,0.95,1.0,1.0,0.984,0.934
2012-01-03 18:00:00,0.848,0.95,1.0,1.0,0.959,0.937
2012-01-03 19:00:00,0.596,0.95,1.0,1.0,0.89,0.949
2012-01-03 20:00:00,0.608,0.95,0.985,0.985,0.771,0.949
2012-01-03 21:00:00,0.662,0.95,0.946,0.946,0.904,0.945
2012-01-03 22:00:00,0.649,0.95,0.857,0.857,0.999,0.932
2012-01-03 23:00:00,0.601,0.95,0.979,0.979,1.0,0.941
2012-01-04 00:00:00,0.633,0.95,0.997,0.997,0.998,0.949
2012-01-04 01:00:00,0.694,0.95,0.989,0.989,0.996,0.949
2012-01-04 02:00:00,0.761,0.95,0.984,0.984,0.98,0.942
2012-01-04 03:00:00,0.884,0.95,0.94,0.94,0.976,0.924
2012-01-04 04:00:00,0.949,0.95,0.915,0.915,0.973,0.922
2012-01-04 05:00:00,0.949,0.94,0.897,0.897,0.968,0.917
2012-01-04 06:00:00,0.948,0.92,0.862,0.862,0.958,0.891
2012-01-04 07:00:00,0.948,0.907,0.805,0.805,0.958,0.859
2012-01-04 08:00:00,0.949,0.879,0.758,0.758,0.957,0.839
2012-01-04 09:00:00,0.949,0.843,0.743,0.743,0.961,0.831
2012-01-04 10:00:00,0.949,0.82,0.791,0.791,0.975,0.809
2012-01-04 11:00:00,0.946,0.832,0.685,0.685,0.972,0.8
2012-01-04 12:00:00,0.95,0.768,0.431,0.431,0.983,0.783
2012-01-04 13:00:00,0.95,0.716,0.66,0.66,0.973,0.797
2012-01-04 14:00:00,0.95,0.795,0.715,0.715,0.991,0.817
2012-01-04 15:00:00,0.95,0.875,0.792,0.792,0.999,0.812
2012-01-04 16:00:00,0.95,0.881,0.901,0.901,0.999,0.819
2012-01-04 17:00:00,0.95,0.912,0.952,0.952,0.998,0.831
2012-01-04 18:00:00,0.95,0.931,0.914,0.914,0.998,0.834
2012-01-04 19:00:00,0.95,0.949,0.881,0.881,0.996,0.841
2012-01-04 20:00:00,0.936,0.95,0.98,0.98,0.999,0.841
2012-01-04 21:00:00,0.941,0.945,0.992,0.992,1.0,0.848
2012-01-04 22:00:00,0.947,0.948,0.95,0.95,0.999,0.858
2012-01-04 23:00:00,0.7,0.927,0.974,0.974,1.0,0.842
2012-01-05 00:00:00,0.663,0.901,0.994,0.994,1.0,0.866
2012-01-05 01:00:00,0.722,0.919,0.984,0.984,0.999,0.87
2012-01-05 02:00:00,0.678,0.942,0.991,0.991,0.999,0.855
2012-01-05 03:00:00,0.553,0.948,0.999,0.999,0.999,0.838
2012-01-05 04:00:00,0.672,0.948,1.0,1.0,1.0,0.834
2012-01-05 05:00:00,0.826,0.95,1.0,1.0,0.998,0.834
2012-01-05 06:00:00,0.883,0.95,1.0,1.0,0.999,0.821
2012-01-05 07:00:00,0.937,0.95,1.0,1.0,0.971,0.806
2012-01-05 08:00:00,0.947,0.95,0.999,0.999,0.998,0.795
2012-01-05 09:00:00,0.945,0.95,0.989,0.989,0.995,0.792
2012-01-05 10:00:00,0.938,0.95,0.998,0.998,0.991,0.794
2012-01-05 11:00:00,0.742,0.95,0.999,0.999,0.959,0.791
2012-01-05 12:00:00,0.696,0.95,0.996,0.996,0.967,0.795
2012-01-05 13:00:00,0.682,0.95,0.985,0.985,0.998,0.809
2012-01-05 14:00:00,0.661,0.95,0.997,0.997,1.0,0.826
2012-01-05 15:00:00,0.664,0.95,0.995,0.995,1.0,0.82
2012-01-05 16:00:00,0.677,0.95,0.998,0.998,1.0,0.793
2012-01-05 17:00:00,0.677,0.95,1.0,1.0,0.999,0.773
2012-01-05 18:00:00,0.669,0.95,0.999,0.999,0.989,0.732
2012-01-05 19:00:00,0.705,0.95,0.962,0.962,0.983,0.545
2012-01-05 20:00:00,0.734,0.948,0.7,0.7,0.996,0.443
2012-01-05 21:00:00,0.761,0.915,0.368,0.368,1.0,0.532
2012-01-05 22:00:00,0.803,0.8,0.21,0.21,1.0,0.654
2012-01-05 23:00:00,0.801,0.385,0.231,0.231,1.0,0.767
2012-01-06 00:00:00,0.818,0.196,0.379,0.379,0.996,0.842
2012-01-06 01:00:00,0.841,0.03,0.499,0.499,0.994,0.859
2012-01-06 02:00:00,0.861,0.0,0.626,0.626,0.999,0.864
2012-01-06 03:00:00,0.862,0.011,0.865,0.865,1.0,0.878
2012-01-06 04:00:00,0.866,0.169,0.965,0.965,1.0,0.893
2012-01-06 05:00:00,0.942,0.405,0.993,0.993,1.0,0.907
2012-01-06 06:00:00,0.947,0.618,0.999,0.999,1.0,0.901
2012-01-06 07:00:00,0.933,0.783,1.0,1.0,0.999,0.875
2012-01-06 08:00:00,0.91,0.912,1.0,1.0,0.991,0.863
2012-01-06 09:00:00,0.89,0.948,1.0,1.0,0.978,0.841
2012-01-06 10:00:00,0.869,0.95,0.996,0.996,0.877,0.807
2012-01-06 11:00:00,0.845,0.95,0.963,0.963,0.811,0.718
2012-01-06 12:00:00,0.889,0.95,0.901,0.901,0.82,0.636
2012-01-06 13:00:00,0.899,0.939,0.787,0.787,0.624,0.555
2012-01-06 14:00:00,0.897,0.901,0.714,0.714,0.695,0.484
2012-01-06 15:00:00,0.887,0.876,0.705,0.705,0.691,0.495
2012-01-06 16:00:00,0.856,0.897,0.659,0.659,0.657,0.506
2012-01-06 17:00:00,0.827,0.9,0.623,0.623,0.675,0.455
2012-01-06 18:00:00,0.758,0.856,0.461,0.461,0.585,0.365
2012-01-06 19:00:00,0.769,0.745,0.365,0.365,0.475,0.323
2012-01-06 20:00:00,0.817,0.613,0.366,0.366,0.527,0.365
2012-01-06 21:00:00,0.847,0.671,0.411,0.411,0.724,0.424
2012-01-06 22:00:00,0.895,0.699,0.649,0.649,0.894,0.544
2012-01-06 23:00:00,0.929,0.673,0.782,0.782,0.94,0.701
2012-01-07 00:00:00,0.941,0.685,0.928,0.928,0.963,0.775
2012-01-07 01:00:00,0.943,0.765,0.985,0.985,0.979,0.839
2012-01-07 02:00:00,0.947,0.886,0.99,0.99,0.993,0.851
2012-01-07 03:00:00,0.949,0.949,0.99,0.99,0.995,0.844
2012-01-07 04:00:00,0.949,0.95,0.971,0.971,0.998,0.819
2012-01-07 05:00:00,0.944,0.95,0.963,0.963,0.998,0.791
2012-01-07 06:00:00,0.931,0.947,0.966,0.966,0.996,0.792
2012-01-07 07:00:00,0.898,0.928,0.983,0.983,0.983,0.79
2012-01-07 08:00:00,0.915,0.851,0.992,0.992,0.97,0.777
2012-01-07 09:00:00,0.938,0.757,0.991,0.991,0.988,0.716
2012-01-07 10:00:00,0.946,0.703,0.997,0.997,0.994,0.665
2012-01-07 11:00:00,0.949,0.712,0.982,0.982,0.993,0.65
2012-01-07 12:00:00,0.947,0.631,0.932,0.932,0.987,0.612
2012-01-07 13:00:00,0.943,0.564,0.877,0.877,0.975,0.59
2012-01-07 14:00:00,0.94,0.527,0.833,0.833,0.916,0.588
2012-01-07 15:00:00,0.942,0.624,0.777,0.777,0.838,0.543
2012-01-07 16:00:00,0.942,0.752,0.745,0.745,0.864,0.452
2012-01-07 17:00:00,0.945,0.806,0.683,0.683,0.965,0.374
2012-01-07 18:00:00,0.946,0.774,0.557,0.557,0.981,0.322
2012-01-07 19:00:00,0.947,0.726,0.459,0.459,0.984,0.342
2012-01-07 20:00:00,0.947,0.629,0.586,0.586,0.987,0.413
2012-01-07 21:00:00,0.947,0.529,0.78,0.78,0.994,0.483
2012-01-07 22:00:00,0.947,0.461,0.821,0.821,0.994,0.495
2012-01-07 23:00:00,0.947,0.546,0.818,0.818,0.992,0.493
2012-01-08 00:00:00,0.947,0.517,0.813,0.813,0.993,0.471
2012-01-08 01:00:00,0.947,0.427,0.825,0.825,0.988,0.448
2012-01-08 02:00:00,0.947,0.262,0.841,0.841,0.995,0.435
2012-01-08 03:00:00,0.947,0.141,0.828,0.828,0.99,0.395
2012-01-08 04:00:00,0.942,0.136,0.747,0.747,0.972,0.357
2012-01-08 05:00:00,0.936,0.199,0.574,0.574,0.92,0.322
2012-01-08 06:00:00,0.926,0.259,0.431,0.431,0.856,0.272
2012-01-08 07:00:00,0.919,0.231,0.316,0.316,0.702,0.245
2012-01-08 08:00:00,0.903,0.181,0.236,0.236,0.539,0.222
2012-01-08 09:00:00,0.886,0.138,0.186,0.186,0.385,0.213
2012-01-08 10:00:00,0.875,0.129,0.19,0.19,0.164,0.2
2012-01-08 11:00:00,0.856,0.145,0.16,0.16,0.117,0.208
2012-01-08 12:00:00,0.855,0.168,0.173,0.173,0.102,0.237
2012-01-08 13:00:00,0.852,0.172,0.253,0.253,0.078,0.288
2012-01-08 14:00:00,0.85,0.116,0.38,0.38,0.09,0.371
2012-01-08 15:00:00,0.849,0.067,0.492,0.492,0.185,0.454
2012-01-08 16:00:00,0.808,0.03,0.663,0.663,0.304,0.519
2012-01-08 17:00:00,0.727,0.014,0.779,0.779,0.313,0.541
2012-01-08 18:00:00,0.612,0.032,0.792,0.792,0.275,0.537
2012-01-08 19:00:00,0.433,0.092,0.855,0.855,0.299,0.531
2012-01-08 20:00:00,0.29,0.201,0.907,0.907,0.285,0.538
2012-01-08 21:00:00,0.209,0.377,0.852,0.852,0.262,0.522
2012-01-08 22:00:00,0.169,0.657,0.741,0.741,0.228,0.504
2012-01-08 23:00:00,0.113,0.765,0.789,0.789,0.193,0.477
2012-01-09 00:00:00,0.104,0.764,0.799,0.799,0.168,0.475
2012-01-09 01:00:00,0.097,0.855,0.735,0.735,0.159,0.452
2012-01-09 02:00:00,0.083,0.924,0.647,0.647,0.158,0.412
2012-01-09 03:00:00,0.115,0.943,0.579,0.579,0.117,0.378
2012-01-09 04:00:00,0.226,0.948,0.53,0.53,0.095,0.345
2012-01-09 05:00:00,0.287,0.945,0.51,0.51,0.071,0.327
2012-01-09 06:00:00,0.341,0.94,0.425,0.425,0.064,0.305
2012-01-09 07:00:00,0.463,0.939,0.316,0.316,0.063,0.262
2012-01-09 08:00:00,0.548,0.912,0.238,0.238,0.042,0.194
2012-01-09 09:00:00,0.604,0.85,0.172,0.172,0.023,0.13
2012-01-09 10:00:00,0.701,0.729,0.119,0.119,0.021,0.081
2012-01-09 11:00:00,0.726,0.545,0.103,0.103,0.024,0.066
2012-01-09 12:00:00,0.782,0.44,0.107,0.107,0.026,0.064
2012-01-09 13:00:00,0.82,0.36,0.102,0.102,0.017,0.069
2012-01-09 14:00:00,0.84,0.413,0.091,0.091,0.022,0.076
2012-01-09 15:00:00,0.856,0.414,0.061,0.061,0.062,0.075
2012-01-09 16:00:00,0.87,0.32,0.041,0.041,0.164,0.068
2012-01-09 17:00:00,0.882,0.228,0.039,0.039,0.313,0.09
2012-01-09 18:00:00,0.901,0.15,0.052,0.052,0.489,0.113
2012-01-09 19:00:00,0.914,0.097,0.116,0.116,0.649,0.129
2012-01-09 20:00:00,0.925,0.055,0.232,0.232,0.769,0.185
2012-01-09 21:00:00,0.921,0.028,0.336,0.336,0.818,0.3
2012-01-09 22:00:00,0.907,0.015,0.336,0.336,0.79,0.423
2012-01-09 23:00:00,0.907,0.004,0.308,0.308,0.624,0.474
2012-01-10 00:00:00,0.9,0.0,0.33,0.33,0.876,0.496
2012-01-10 01:00:00,0.859,0.0,0.384,0.384,0.999,0.515
2012-01-10 02:00:00,0.757,0.0,0.505,0.505,0.998,0.531
2012-01-10 03:00:00,0.599,0.001,0.507,0.507,0.998,0.563
2012-01-10 04:00:00,0.525,0.004,0.35,0.35,0.988,0.47
2012-01-10 05:00:00,0.484,0.003,0.196,0.196,0.941,0.309
2012-01-10 06:00:00,0.53,0.0,0.131,0.131,0.917,0.214
2012-01-10 07:00:00,0.581,0.0,0.126,0.126,0.888,0.165
2012-01-10 08:00:00,0.626,0.0,0.12,0.12,0.928,0.137
2012-01-10 09:00:00,0.649,0.007,0.028,0.028,0.86,0.075
2012-01-10 10:00:00,0.663,0.0,0.006,0.006,0.676,0.067
2012-01-10 11:00:00,0.712,0.003,0.012,0.012,0.559,0.049
2012-01-10 12:00:00,0.723,0.028,0.023,0.023,0.443,0.069
2012-01-10 13:00:00,0.701,0.054,0.051,0.051,0.352,0.119
2012-01-10 14:00:00,0.643,0.084,0.075,0.075,0.351,0.169
2012-01-10 15:00:00,0.665,0.125,0.103,0.103,0.363,0.215
2012-01-10 16:00:00,0.728,0.165,0.17,0.17,0.29,0.295
2012-01-10 17:00:00,0.705,0.189,0.231,0.231,0.238,0.372
2012-01-10 18:00:00,0.733,0.206,0.31,0.31,0.351,0.42
2012-01-10 19:00:00,0.819,0.276,0.361,0.361,0.536,0.437
2012-01-10 20:00:00,0.875,0.375,0.373,0.373,0.7,0.438
2012-01-10 21:00:00,0.878,0.47,0.439,0.439,0.815,0.46
2012-01-10 22:00:00,0.878,0.525,0.602,0.602,0.864,0.523
2012-01-10 23:00:00,0.9,0.598,0.767,0.767,0.882,0.612
2012-01-11 00:00:00,0.911,0.683,0.855,0.855,0.861,0.635
2012-01-11 01:00:00,0.92,0.766,0.904,0.904,0.847,0.638
2012-01-11 02:00:00,0.931,0.793,0.936,0.936,0.902,0.69
2012-01-11 03:00:00,0.939,0.818,0.965,0.965,0.962,0.752
2012-01-11 04:00:00,0.941,0.927,0.987,0.987,0.986,0.785
2012-01-11 05:00:00,0.942,0.95,0.997,0.997,0.994,0.79
2012-01-11 06:00:00,0.942,0.95,0.999,0.999,0.997,0.78
2012-01-11 07:00:00,0.94,0.95,1.0,1.0,0.999,0.76
2012-01-11 08:00:00,0.934,0.95,1.0,1.0,0.999,0.775
2012-01-11 09:00:00,0.914,0.95,1.0,1.0,1.0,0.83
2012-01-11 10:00:00,0.859,0.95,1.0,1.0,1.0,0.902
2012-01-11 11:00:00,0.888,0.95,1.0,1.0,1.0,0.935
2012-01-11 12:00:00,0.765,0.95,1.0,1.0,1.0,0.932
2012-01-11 13:00:00,0.651,0.95,1.0,1.0,1.0,0.916
2012-01-11 14:00:00,0.643,0.95,1.0,1.0,1.0,0.883
2012-01-11 15:00:00,0.454,0.95,1.0,1.0,1.0,0.83
2012-01-11 16:00:00,0.367,0.95,1.0,1.0,0.998,0.796
2012-01-11 17:00:00,0.433,0.95,0.998,0.998,0.987,0.805
2012-01-11 18:00:00,0.541,0.95,0.998,0.998,0.969,0.85
2012-01-11 19:00:00,0.761,0.95,0.99,0.99,0.918,0.86
2012-01-11 20:00:00,0.88,0.949,0.951,0.951,0.879,0.829
2012-01-11 21:00:00,0.919,0.949,0.983,0.983,0.933,0.834
2012-01-11 22:00:00,0.927,0.945,0.989,0.989,0.973,0.845
2012-01-11 23:00:00,0.941,0.788,0.993,0.993,0.986,0.85
2012-01-12 00:00:00,0.947,0.919,0.989,0.989,0.991,0.867
2012-01-12 01:00:00,0.949,0.945,0.996,0.996,0.996,0.871
2012-01-12 02:00:00,0.95,0.948,0.999,0.999,0.999,0.914
2012-01-12 03:00:00,0.95,0.95,1.0,1.0,1.0,0.93
2012-01-12 04:00:00,0.95,0.95,1.0,1.0,1.0,0.94
2012-01-12 05:00:00,0.95,0.95,0.999,0.999,1.0,0.944
2012-01-12 06:00:00,0.95,0.95,0.998,0.998,1.0,0.939
2012-01-12 07:00:00,0.949,0.95,0.99,0.99,1.0,0.932
2012-01-12 08:00:00,0.941,0.95,0.977,0.977,0.999,0.867
2012-01-12 09:00:00,0.932,0.95,0.943,0.943,0.995,0.804
2012-01-12 10:00:00,0.919,0.947,0.87,0.87,0.988,0.761
2012-01-12 11:00:00,0.913,0.937,0.794,0.794,0.972,0.748
2012-01-12 12:00:00,0.946,0.91,0.661,0.661,0.948,0.793
2012-01-12 13:00:00,0.948,0.912,0.54,0.54,0.913,0.783
2012-01-12 14:00:00,0.946,0.889,0.505,0.505,0.833,0.787
2012-01-12 15:00:00,0.947,0.842,0.403,0.403,0.685,0.807
2012-01-12 16:00:00,0.95,0.796,0.369,0.369,0.841,0.809
2012-01-12 17:00:00,0.95,0.759,0.566,0.566,0.784,0.849
2012-01-12 18:00:00,0.95,0.81,0.816,0.816,0.951,0.895
2012-01-12 19:00:00,0.95,0.904,0.985,0.985,0.999,0.92
2012-01-12 20:00:00,0.95,0.95,0.999,0.999,1.0,0.941
2012-01-12 21:00:00,0.95,0.95,1.0,1.0,1.0,0.947
2012-01-12 22:00:00,0.95,0.95,1.0,1.0,1.0,0.947
2012-01-12 23:00:00,0.95,0.95,1.0,1.0,1.0,0.946
2012-01-13 00:00:00,0.95,0.95,1.0,1.0,1.0,0.944
2012-01-13 01:00:00,0.95,0.95,1.0,1.0,1.0,0.942
2012-01-13 02:00:00,0.95,0.95,1.0,1.0,1.0,0.937
2012-01-13 03:00:00,0.95,0.95,1.0,1.0,1.0,0.934
2012-01-13 04:00:00,0.95,0.95,0.998,0.998,1.0,0.938
2012-01-13 05:00:00,0.95,0.95,0.998,0.998,1.0,0.937
2012-01-13 06:00:00,0.95,0.95,1.0,1.0,1.0,0.935
2012-01-13 07:00:00,0.95,0.95,1.0,1.0,1.0,0.936
2012-01-13 08:00:00,0.945,0.95,0.999,0.999,1.0,0.939
2012-01-13 09:00:00,0.931,0.95,0.999,0.999,1.0,0.939
2012-01-13 10:00:00,0.935,0.95,0.99,0.99,0.991,0.933
2012-01-13 11:00:00,0.946,0.95,0.998,0.998,0.997,0.914
2012-01-13 12:00:00,0.945,0.95,0.999,0.999,0.998,0.918
2012-01-13 13:00:00,0.948,0.95,0.999,0.999,0.999,0.918
2012-01-13 14:00:00,0.949,0.95,0.999,0.999,1.0,0.936
2012-01-13 15:00:00,0.95,0.95,1.0,1.0,1.0,0.943
2012-01-13 16:00:00,0.95,0.95,1.0,1.0,1.0,0.944
2012-01-13 17:00:00,0.95,0.95,0.999,0.999,0.999,0.946
2012-01-13 18:00:00,0.95,0.95,0.999,0.999,0.974,0.948
2012-01-13 19:00:00,0.95,0.95,1.0,1.0,0.999,0.95
2012-01-13 20:00:00,0.95,0.95,1.0,1.0,1.0,0.95
2012-01-13 21:00:00,0.95,0.95,1.0,1.0,1.0,0.95
2012-01-13 22:00:00,0.95,0.95,1.0,1.0,1.0,0.95
2012-01-13 23:00:00,0.949,0.95,1.0,1.0,1.0,0.95
2012-01-14 00:00:00,0.95,0.95,1.0,1.0,1.0,0.95
2012-01-14 01:00:00,0.95,0.95,1.0,1.0,1.0,0.947
2012-01-14 02:00:00,0.949,0.949,1.0,1.0,1.0,0.947
2012-01-14 03:00:00,0.946,0.95,1.0,1.0,1.0,0.948
2012-01-14 04:00:00,0.943,0.95,1.0,1.0,1.0,0.948
2012-01-14 05:00:00,0.936,0.95,1.0,1.0,1.0,0.942
2012-01-14 06:00:00,0.914,0.95,1.0,1.0,1.0,0.931
2012-01-14 07:00:00,0.88,0.95,1.0,1.0,1.0,0.918
2012-01-14 08:00:00,0.836,0.95,1.0,1.0,0.999,0.901
2012-01-14 09:00:00,0.764,0.95,1.0,1.0,0.999,0.884
2012-01-14 10:00:00,0.66,0.95,1.0,1.0,0.946,0.87
2012-01-14 11:00:00,0.485,0.95,1.0,1.0,0.955,0.834
2012-01-14 12:00:00,0.415,0.95,1.0,1.0,0.934,0.838
2012-01-14 13:00:00,0.404,0.95,1.0,1.0,0.961,0.855
2012-01-14 14:00:00,0.439,0.95,1.0,1.0,0.986,0.873
2012-01-14 15:00:00,0.449,0.95,1.0,1.0,0.997,0.876
2012-01-14 16:00:00,0.436,0.95,1.0,1.0,0.998,0.875
2012-01-14 17:00:00,0.426,0.95,1.0,1.0,0.993,0.868
2012-01-14 18:00:00,0.405,0.95,1.0,1.0,0.978,0.862
2012-01-14 19:00:00,0.361,0.95,1.0,1.0,0.962,0.853
2012-01-14 20:00:00,0.329,0.95,1.0,1.0,0.934,0.848
2012-01-14 21:00:00,0.286,0.95,0.999,0.999,0.911,0.842
2012-01-14 22:00:00,0.238,0.95,0.998,0.998,0.888,0.834
2012-01-14 23:00:00,0.19,0.949,0.999,0.999,0.886,0.816
2012-01-15 00:00:00,0.156,0.947,1.0,1.0,0.923,0.796
2012-01-15 01:00:00,0.133,0.944,0.999,0.999,0.931,0.772
2012-01-15 02:00:00,0.111,0.935,0.999,0.999,0.92,0.735
2012-01-15 03:00:00,0.103,0.919,0.999,0.999,0.899,0.699
2012-01-15 04:00:00,0.09,0.909,0.998,0.998,0.877,0.671
2012-01-15 05:00:00,0.081,0.903,0.993,0.993,0.827,0.651
2012-01-15 06:00:00,0.066,0.893,0.988,0.988,0.751,0.631
2012-01-15 07:00:00,0.05,0.879,0.984,0.984,0.677,0.607
2012-01-15 08:00:00,0.038,0.834,0.976,0.976,0.625,0.588
2012-01-15 09:00:00,0.031,0.765,0.961,0.961,0.559,0.57
2012-01-15 10:00:00,0.025,0.721,0.914,0.914,0.47,0.553
2012-01-15 11:00:00,0.015,0.589,0.91,0.91,0.388,0.519
2012-01-15 12:00:00,0.014,0.519,0.898,0.898,0.36,0.51
2012-01-15 13:00:00,0.013,0.38,0.814,0.814,0.352,0.491
2012-01-15 14:00:00,0.016,0.304,0.759,0.759,0.372,0.451
2012-01-15 15:00:00,0.023,0.301,0.723,0.723,0.357,0.412
2012-01-15 16:00:00,0.029,0.323,0.656,0.656,0.325,0.349
2012-01-15 17:00:00,0.029,0.317,0.55,0.55,0.274,0.298
2012-01-15 18:00:00,0.023,0.267,0.501,0.501,0.238,0.26
2012-01-15 19:00:00,0.016,0.241,0.409,0.409,0.182,0.226
2012-01-15 20:00:00,0.01,0.223,0.307,0.307,0.111,0.172
2012-01-15 21:00:00,0.007,0.202,0.22,0.22,0.055,0.122
2012-01-15 22:00:00,0.008,0.169,0.172,0.172,0.017,0.093
2012-01-15 23:00:00,0.016,0.149,0.23,0.23,0.025,0.133
2012-01-16 00:00:00,0.02,0.162,0.217,0.217,0.031,0.142
2012-01-16 01:00:00,0.024,0.189,0.146,0.146,0.025,0.13
2012-01-16 02:00:00,0.03,0.23,0.107,0.107,0.027,0.118
2012-01-16 03:00:00,0.037,0.313,0.091,0.091,0.058,0.119
2012-01-16 04:00:00,0.045,0.378,0.093,0.093,0.095,0.106
2012-01-16 05:00:00,0.053,0.446,0.077,0.077,0.109,0.089
2012-01-16 06:00:00,0.061,0.469,0.061,0.061,0.13,0.069
2012-01-16 07:00:00,0.066,0.453,0.044,0.044,0.165,0.053
2012-01-16 08:00:00,0.066,0.422,0.032,0.032,0.185,0.043
2012-01-16 09:00:00,0.067,0.351,0.025,0.025,0.194,0.037
2012-01-16 10:00:00,0.074,0.273,0.018,0.018,0.135,0.036
2012-01-16 11:00:00,0.08,0.202,0.02,0.02,0.115,0.036
2012-01-16 12:00:00,0.098,0.12,0.017,0.017,0.124,0.036
2012-01-16 13:00:00,0.121,0.055,0.014,0.014,0.149,0.035
2012-01-16 14:00:00,0.162,0.018,0.01,0.01,0.159,0.043
2012-01-16 15:00:00,0.201,0.003,0.007,0.007,0.137,0.049
