name,area,area_from,technology,qualifier,bus_qualifier,bus_from_qualifier,bus2_qualifier,build_year,retire_year,cumulative,nom,length
PL dolnośląskie BEV BEV 2020,PL dolnośląskie,,BEV,,BEV,,,2020,2020,TRUE,9.8,
PL dolnośląskie BEV BEV 2023,PL dolnośląskie,,BEV,,BEV,,,2023,2023,TRUE,40.5,
PL dolnośląskie BEV BEV 2024,PL dolnośląskie,,BEV,,BEV,,,2024,2024,TRUE,40.5,
PL dolnośląskie BEV BEV 2025,PL dolnośląskie,,BEV,,BEV,,,2025,2025,TRUE,113.2,
PL dolnośląskie BEV V2G LV 2020,PL dolnośląskie,,BEV V2G,,LV,,,2020,2020,TRUE,10.5,
PL dolnośląskie BEV V2G LV 2023,PL dolnośląskie,,BEV V2G,,LV,,,2023,2023,TRUE,43.9,
PL dolnośląskie BEV V2G LV 2024,PL dolnośląskie,,BEV V2G,,LV,,,2024,2024,TRUE,43.9,
PL dolnośląskie BEV V2G LV 2025,PL dolnośląskie,,BEV V2G,,LV,,,2025,2025,TRUE,124.9,
PL dolnośląskie BEV battery 2020,PL dolnośląskie,,BEV battery,,,,,2020,2020,TRUE,46.6,
PL dolnośląskie BEV battery 2023,PL dolnośląskie,,BEV battery,,,,,2023,2023,TRUE,193.5,
PL dolnośląskie BEV battery 2024,PL dolnośląskie,,BEV battery,,,,,2024,2024,TRUE,193.5,
PL dolnośląskie BEV battery 2025,PL dolnośląskie,,BEV battery,,,,,2025,2025,TRUE,452.8,
PL dolnośląskie BEV charger LV 2020,PL dolnośląskie,,BEV charger,,,LV,,2020,2020,TRUE,9.8,
PL dolnośląskie BEV charger LV 2023,PL dolnośląskie,,BEV charger,,,LV,,2023,2023,TRUE,39.8,
PL dolnośląskie BEV charger LV 2024,PL dolnośląskie,,BEV charger,,,LV,,2024,2024,TRUE,39.8,
PL dolnośląskie BEV charger LV 2025,PL dolnośląskie,,BEV charger,,,LV,,2025,2025,TRUE,111.8,
PL dolnośląskie ICE vehicle ICE vehicle 2020,PL dolnośląskie,,ICE vehicle,,ICE vehicle,,,2020,2020,TRUE,18314.2,
PL dolnośląskie ICE vehicle ICE vehicle 2023,PL dolnośląskie,,ICE vehicle,,ICE vehicle,,,2023,2023,TRUE,19111.9,
PL dolnośląskie ICE vehicle ICE vehicle 2024,PL dolnośląskie,,ICE vehicle,,ICE vehicle,,,2024,2024,TRUE,19111.9,
PL dolnośląskie ICE vehicle fuel supply 2020,PL dolnośląskie,,ICE vehicle fuel supply,,,,,2020,2020,TRUE,inf,
PL dolnośląskie ICE vehicle fuel supply 2023,PL dolnośląskie,,ICE vehicle fuel supply,,,,,2023,2023,TRUE,inf,
PL dolnośląskie ICE vehicle fuel supply 2024,PL dolnośląskie,,ICE vehicle fuel supply,,,,,2024,2024,TRUE,inf,
PL dolnośląskie battery large charger HMV 2023,PL dolnośląskie,,battery large charger,,HMV,HMV,,2023,2023,TRUE,10.6,
PL dolnośląskie battery large charger HMV 2024,PL dolnośląskie,,battery large charger,,HMV,HMV,,2024,2024,TRUE,13.6,
PL dolnośląskie battery large charger HMV 2025,PL dolnośląskie,,battery large charger,,HMV,HMV,,2025,2025,TRUE,17.3,
PL dolnośląskie battery large power HMV 2023,PL dolnośląskie,,battery large power,,HMV,HMV,,2023,2023,TRUE,11.3,
PL dolnośląskie battery large power HMV 2024,PL dolnośląskie,,battery large power,,HMV,HMV,,2024,2024,TRUE,15.1,
PL dolnośląskie battery large power HMV 2025,PL dolnośląskie,,battery large power,,HMV,HMV,,2025,2025,TRUE,18.8,
PL dolnośląskie battery large storage HMV 2023,PL dolnośląskie,,battery large storage,,HMV,,,2023,2023,TRUE,45.2,
PL dolnośląskie battery large storage HMV 2024,PL dolnośląskie,,battery large storage,,HMV,,,2024,2024,TRUE,60.3,
PL dolnośląskie battery large storage HMV 2025,PL dolnośląskie,,battery large storage,,HMV,,,2025,2025,TRUE,75.4,
PL dolnośląskie biogas CHP industrial HMV biomass and biogas 2020,PL dolnośląskie,,biogas CHP,industrial,HMV,,biomass and biogas,2020,2020,TRUE,0.5,
PL dolnośląskie biogas CHP industrial HMV biomass and biogas 2023,PL dolnośląskie,,biogas CHP,industrial,HMV,,biomass and biogas,2023,2023,TRUE,0.5,
PL dolnośląskie biogas CHP industrial HMV biomass and biogas 2024,PL dolnośląskie,,biogas CHP,industrial,HMV,,biomass and biogas,2024,2024,TRUE,0.5,
PL dolnośląskie biogas CHP public HMV biomass and biogas 2020,PL dolnośląskie,,biogas CHP,public,HMV,,biomass and biogas,2020,2020,TRUE,14.5,
PL dolnośląskie biogas CHP public HMV biomass and biogas 2023,PL dolnośląskie,,biogas CHP,public,HMV,,biomass and biogas,2023,2023,TRUE,15.9,
PL dolnośląskie biogas CHP public HMV biomass and biogas 2024,PL dolnośląskie,,biogas CHP,public,HMV,,biomass and biogas,2024,2024,TRUE,15.7,
PL dolnośląskie biogas CHP public HMV biomass and biogas 2025,PL dolnośląskie,,biogas CHP,public,HMV,,biomass and biogas,2025,2025,TRUE,19.3,
PL dolnośląskie biogas production industrial 2020,PL dolnośląskie,,biogas production,industrial,,,,2020,2020,TRUE,1.2,
PL dolnośląskie biogas production industrial 2023,PL dolnośląskie,,biogas production,industrial,,,,2023,2023,TRUE,1.4,
PL dolnośląskie biogas production industrial 2024,PL dolnośląskie,,biogas production,industrial,,,,2024,2024,TRUE,1.4,
PL dolnośląskie biogas production public 2020,PL dolnośląskie,,biogas production,public,,,,2020,2020,TRUE,35.4,
PL dolnośląskie biogas production public 2023,PL dolnośląskie,,biogas production,public,,,,2023,2023,TRUE,39.4,
PL dolnośląskie biogas production public 2024,PL dolnośląskie,,biogas production,public,,,,2024,2024,TRUE,38.5,
PL dolnośląskie biogas production public 2025,PL dolnośląskie,,biogas production,public,,,,2025,2025,TRUE,47.1,
PL dolnośląskie biogas substrate supply 2020,PL dolnośląskie,,biogas substrate supply,,,,,2020,2020,TRUE,inf,
PL dolnośląskie biogas substrate supply 2023,PL dolnośląskie,,biogas substrate supply,,,,,2023,2023,TRUE,inf,
PL dolnośląskie biogas substrate supply 2024,PL dolnośląskie,,biogas substrate supply,,,,,2024,2024,TRUE,inf,
PL dolnośląskie biomass wood CHP industrial HMV biomass and biogas 2020,PL dolnośląskie,,biomass wood CHP,industrial,HMV,,biomass and biogas,2020,2020,TRUE,1.5,
PL dolnośląskie biomass wood CHP industrial HMV biomass and biogas 2023,PL dolnośląskie,,biomass wood CHP,industrial,HMV,,biomass and biogas,2023,2023,TRUE,1.5,
PL dolnośląskie biomass wood CHP industrial HMV biomass and biogas 2024,PL dolnośląskie,,biomass wood CHP,industrial,HMV,,biomass and biogas,2024,2024,TRUE,1.5,
PL dolnośląskie biomass wood CHP industrial HMV biomass and biogas 2025,PL dolnośląskie,,biomass wood CHP,industrial,HMV,,biomass and biogas,2025,2025,TRUE,1.5,
PL dolnośląskie biomass wood CHP industrial HMV biomass and biogas 2030,PL dolnośląskie,,biomass wood CHP,industrial,HMV,,biomass and biogas,2030,2030,TRUE,1.2,
PL dolnośląskie biomass wood CHP industrial HMV biomass and biogas 2035,PL dolnośląskie,,biomass wood CHP,industrial,HMV,,biomass and biogas,2035,2035,TRUE,0.8,
PL dolnośląskie biomass wood CHP industrial HMV biomass and biogas 2040,PL dolnośląskie,,biomass wood CHP,industrial,HMV,,biomass and biogas,2040,2040,TRUE,0.5,
PL dolnośląskie biomass wood CHP industrial HMV biomass and biogas 2045,PL dolnośląskie,,biomass wood CHP,industrial,HMV,,biomass and biogas,2045,2045,TRUE,0.2,
PL dolnośląskie biomass wood CHP public HMV biomass and biogas 2020,PL dolnośląskie,,biomass wood CHP,public,HMV,,biomass and biogas,2020,2020,TRUE,21.5,
PL dolnośląskie biomass wood CHP public HMV biomass and biogas 2023,PL dolnośląskie,,biomass wood CHP,public,HMV,,biomass and biogas,2023,2023,TRUE,24.0,
PL dolnośląskie biomass wood CHP public HMV biomass and biogas 2024,PL dolnośląskie,,biomass wood CHP,public,HMV,,biomass and biogas,2024,2024,TRUE,22.9,
PL dolnośląskie biomass wood CHP public HMV biomass and biogas 2025,PL dolnośląskie,,biomass wood CHP,public,HMV,,biomass and biogas,2025,2025,TRUE,22.9,
PL dolnośląskie biomass wood CHP public HMV biomass and biogas 2030,PL dolnośląskie,,biomass wood CHP,public,HMV,,biomass and biogas,2030,2030,TRUE,17.6,
PL dolnośląskie biomass wood CHP public HMV biomass and biogas 2035,PL dolnośląskie,,biomass wood CHP,public,HMV,,biomass and biogas,2035,2035,TRUE,15.0,
PL dolnośląskie biomass wood CHP public HMV biomass and biogas 2040,PL dolnośląskie,,biomass wood CHP,public,HMV,,biomass and biogas,2040,2040,TRUE,14.1,
PL dolnośląskie biomass wood CHP public HMV biomass and biogas 2045,PL dolnośląskie,,biomass wood CHP,public,HMV,,biomass and biogas,2045,2045,TRUE,1.8,
PL dolnośląskie biomass wood boiler biomass 2020,PL dolnośląskie,,biomass wood boiler,,biomass,,,2020,2020,TRUE,1821.2,
PL dolnośląskie biomass wood boiler biomass 2023,PL dolnośląskie,,biomass wood boiler,,biomass,,,2023,2023,TRUE,1641.1,
PL dolnośląskie biomass wood boiler biomass 2024,PL dolnośląskie,,biomass wood boiler,,biomass,,,2024,2024,TRUE,1641.1,
PL dolnośląskie biomass wood final use 2020,PL dolnośląskie,,biomass wood final use,,,,,2020,2020,TRUE,inf,
PL dolnośląskie biomass wood final use 2025,PL dolnośląskie,,biomass wood final use,,,,,2025,2025,TRUE,inf,
PL dolnośląskie biomass wood final use 2030,PL dolnośląskie,,biomass wood final use,,,,,2030,2030,TRUE,inf,
PL dolnośląskie biomass wood final use 2035,PL dolnośląskie,,biomass wood final use,,,,,2035,2035,TRUE,inf,
PL dolnośląskie biomass wood final use 2040,PL dolnośląskie,,biomass wood final use,,,,,2040,2040,TRUE,inf,
PL dolnośląskie biomass wood final use 2045,PL dolnośląskie,,biomass wood final use,,,,,2045,2045,TRUE,inf,
PL dolnośląskie biomass wood final use 2050,PL dolnośląskie,,biomass wood final use,,,,,2050,2050,TRUE,inf,
PL dolnośląskie biomass wood heat biomass and biogas 2020,PL dolnośląskie,,biomass wood heat,,biomass and biogas,,,2020,2020,TRUE,14.0,
PL dolnośląskie biomass wood heat biomass and biogas 2023,PL dolnośląskie,,biomass wood heat,,biomass and biogas,,,2023,2023,TRUE,22.4,
PL dolnośląskie biomass wood heat biomass and biogas 2024,PL dolnośląskie,,biomass wood heat,,biomass and biogas,,,2024,2024,TRUE,22.4,
PL dolnośląskie biomass wood supply 2020,PL dolnośląskie,,biomass wood supply,,,,,2020,2020,TRUE,inf,
PL dolnośląskie biomass wood supply 2023,PL dolnośląskie,,biomass wood supply,,,,,2023,2023,TRUE,inf,
PL dolnośląskie biomass wood supply 2024,PL dolnośląskie,,biomass wood supply,,,,,2024,2024,TRUE,inf,
PL dolnośląskie building retrofits heat centralised 2025,PL dolnośląskie,,building retrofits,heat centralised,,,,2025,2025,TRUE,31.7,
PL dolnośląskie building retrofits heat centralised 2030,PL dolnośląskie,,building retrofits,heat centralised,,,,2030,2030,TRUE,63.4,
PL dolnośląskie building retrofits heat centralised 2035,PL dolnośląskie,,building retrofits,heat centralised,,,,2035,2035,TRUE,95.1,
PL dolnośląskie building retrofits heat centralised 2040,PL dolnośląskie,,building retrofits,heat centralised,,,,2040,2040,TRUE,126.8,
PL dolnośląskie building retrofits heat centralised 2045,PL dolnośląskie,,building retrofits,heat centralised,,,,2045,2045,TRUE,158.5,
PL dolnośląskie building retrofits heat centralised 2050,PL dolnośląskie,,building retrofits,heat centralised,,,,2050,2050,TRUE,190.1,
PL dolnośląskie building retrofits heat decentralised 2025,PL dolnośląskie,,building retrofits,heat decentralised,,,,2025,2025,TRUE,153.3,
PL dolnośląskie building retrofits heat decentralised 2030,PL dolnośląskie,,building retrofits,heat decentralised,,,,2030,2030,TRUE,306.6,
PL dolnośląskie building retrofits heat decentralised 2035,PL dolnośląskie,,building retrofits,heat decentralised,,,,2035,2035,TRUE,459.9,
PL dolnośląskie building retrofits heat decentralised 2040,PL dolnośląskie,,building retrofits,heat decentralised,,,,2040,2040,TRUE,613.2,
PL dolnośląskie building retrofits heat decentralised 2045,PL dolnośląskie,,building retrofits,heat decentralised,,,,2045,2045,TRUE,766.5,
PL dolnośląskie building retrofits heat decentralised 2050,PL dolnośląskie,,building retrofits,heat decentralised,,,,2050,2050,TRUE,919.8,
PL dolnośląskie centralised other heating biomass and biogas 2020,PL dolnośląskie,,centralised other heating,,,biomass and biogas,,2020,2020,TRUE,inf,
PL dolnośląskie centralised other heating biomass and biogas 2023,PL dolnośląskie,,centralised other heating,,,biomass and biogas,,2023,2023,TRUE,inf,
PL dolnośląskie centralised other heating biomass and biogas 2024,PL dolnośląskie,,centralised other heating,,,biomass and biogas,,2024,2024,TRUE,inf,
PL dolnośląskie centralised other heating hard coal 2020,PL dolnośląskie,,centralised other heating,,,hard coal,,2020,2020,TRUE,inf,
PL dolnośląskie centralised other heating hard coal 2023,PL dolnośląskie,,centralised other heating,,,hard coal,,2023,2023,TRUE,inf,
PL dolnośląskie centralised other heating hard coal 2024,PL dolnośląskie,,centralised other heating,,,hard coal,,2024,2024,TRUE,inf,
PL dolnośląskie centralised other heating natural gas 2020,PL dolnośląskie,,centralised other heating,,,natural gas,,2020,2020,TRUE,inf,
PL dolnośląskie centralised other heating natural gas 2023,PL dolnośląskie,,centralised other heating,,,natural gas,,2023,2023,TRUE,inf,
PL dolnośląskie centralised other heating natural gas 2024,PL dolnośląskie,,centralised other heating,,,natural gas,,2024,2024,TRUE,inf,
PL dolnośląskie centralised other heating other 2020,PL dolnośląskie,,centralised other heating,,,other,,2020,2020,TRUE,inf,
PL dolnośląskie centralised other heating other 2023,PL dolnośląskie,,centralised other heating,,,other,,2023,2023,TRUE,inf,
PL dolnośląskie centralised other heating other 2024,PL dolnośląskie,,centralised other heating,,,other,,2024,2024,TRUE,inf,
PL dolnośląskie centralised space heating biomass and biogas 2020,PL dolnośląskie,,centralised space heating,,,biomass and biogas,,2020,2020,TRUE,inf,
PL dolnośląskie centralised space heating biomass and biogas 2023,PL dolnośląskie,,centralised space heating,,,biomass and biogas,,2023,2023,TRUE,inf,
PL dolnośląskie centralised space heating biomass and biogas 2024,PL dolnośląskie,,centralised space heating,,,biomass and biogas,,2024,2024,TRUE,inf,
PL dolnośląskie centralised space heating hard coal 2020,PL dolnośląskie,,centralised space heating,,,hard coal,,2020,2020,TRUE,inf,
PL dolnośląskie centralised space heating hard coal 2023,PL dolnośląskie,,centralised space heating,,,hard coal,,2023,2023,TRUE,inf,
PL dolnośląskie centralised space heating hard coal 2024,PL dolnośląskie,,centralised space heating,,,hard coal,,2024,2024,TRUE,inf,
PL dolnośląskie centralised space heating natural gas 2020,PL dolnośląskie,,centralised space heating,,,natural gas,,2020,2020,TRUE,inf,
PL dolnośląskie centralised space heating natural gas 2023,PL dolnośląskie,,centralised space heating,,,natural gas,,2023,2023,TRUE,inf,
PL dolnośląskie centralised space heating natural gas 2024,PL dolnośląskie,,centralised space heating,,,natural gas,,2024,2024,TRUE,inf,
PL dolnośląskie centralised space heating other 2020,PL dolnośląskie,,centralised space heating,,,other,,2020,2020,TRUE,inf,
PL dolnośląskie centralised space heating other 2023,PL dolnośląskie,,centralised space heating,,,other,,2023,2023,TRUE,inf,
PL dolnośląskie centralised space heating other 2024,PL dolnośląskie,,centralised space heating,,,other,,2024,2024,TRUE,inf,
PL dolnośląskie centralised water heating biomass and biogas 2020,PL dolnośląskie,,centralised water heating,,,biomass and biogas,,2020,2020,TRUE,inf,
PL dolnośląskie centralised water heating biomass and biogas 2023,PL dolnośląskie,,centralised water heating,,,biomass and biogas,,2023,2023,TRUE,inf,
PL dolnośląskie centralised water heating biomass and biogas 2024,PL dolnośląskie,,centralised water heating,,,biomass and biogas,,2024,2024,TRUE,inf,
PL dolnośląskie centralised water heating hard coal 2020,PL dolnośląskie,,centralised water heating,,,hard coal,,2020,2020,TRUE,inf,
PL dolnośląskie centralised water heating hard coal 2023,PL dolnośląskie,,centralised water heating,,,hard coal,,2023,2023,TRUE,inf,
PL dolnośląskie centralised water heating hard coal 2024,PL dolnośląskie,,centralised water heating,,,hard coal,,2024,2024,TRUE,inf,
PL dolnośląskie centralised water heating natural gas 2020,PL dolnośląskie,,centralised water heating,,,natural gas,,2020,2020,TRUE,inf,
PL dolnośląskie centralised water heating natural gas 2023,PL dolnośląskie,,centralised water heating,,,natural gas,,2023,2023,TRUE,inf,
PL dolnośląskie centralised water heating natural gas 2024,PL dolnośląskie,,centralised water heating,,,natural gas,,2024,2024,TRUE,inf,
PL dolnośląskie centralised water heating other 2020,PL dolnośląskie,,centralised water heating,,,other,,2020,2020,TRUE,inf,
PL dolnośląskie centralised water heating other 2023,PL dolnośląskie,,centralised water heating,,,other,,2023,2023,TRUE,inf,
PL dolnośląskie centralised water heating other 2024,PL dolnośląskie,,centralised water heating,,,other,,2024,2024,TRUE,inf,
PL dolnośląskie connection HMV-vRES HMV vRES HMV 2020,PL dolnośląskie,,connection HMV-vRES,,HMV vRES,HMV,,2020,2020,TRUE,inf,
PL dolnośląskie connection HMV-vRES HMV vRES HMV 2023,PL dolnośląskie,,connection HMV-vRES,,HMV vRES,HMV,,2023,2023,TRUE,inf,
PL dolnośląskie connection HMV-vRES HMV vRES HMV 2024,PL dolnośląskie,,connection HMV-vRES,,HMV vRES,HMV,,2024,2024,TRUE,inf,
PL dolnośląskie connection vRES-HMV HMV HMV vRES 2020,PL dolnośląskie,,connection vRES-HMV,,HMV,HMV vRES,,2020,2020,TRUE,inf,
PL dolnośląskie connection vRES-HMV HMV HMV vRES 2023,PL dolnośląskie,,connection vRES-HMV,,HMV,HMV vRES,,2023,2023,TRUE,inf,
PL dolnośląskie connection vRES-HMV HMV HMV vRES 2024,PL dolnośląskie,,connection vRES-HMV,,HMV,HMV vRES,,2024,2024,TRUE,inf,
PL dolnośląskie decentralised space heating biomass 2020,PL dolnośląskie,,decentralised space heating,,,biomass,,2020,2020,TRUE,inf,
PL dolnośląskie decentralised space heating biomass 2023,PL dolnośląskie,,decentralised space heating,,,biomass,,2023,2023,TRUE,inf,
PL dolnośląskie decentralised space heating biomass 2024,PL dolnośląskie,,decentralised space heating,,,biomass,,2024,2024,TRUE,inf,
PL dolnośląskie decentralised space heating hard coal 2020,PL dolnośląskie,,decentralised space heating,,,hard coal,,2020,2020,TRUE,inf,
PL dolnośląskie decentralised space heating hard coal 2023,PL dolnośląskie,,decentralised space heating,,,hard coal,,2023,2023,TRUE,inf,
PL dolnośląskie decentralised space heating hard coal 2024,PL dolnośląskie,,decentralised space heating,,,hard coal,,2024,2024,TRUE,inf,
PL dolnośląskie decentralised space heating heat pump 2020,PL dolnośląskie,,decentralised space heating,,,heat pump,,2020,2020,TRUE,inf,
PL dolnośląskie decentralised space heating heat pump 2023,PL dolnośląskie,,decentralised space heating,,,heat pump,,2023,2023,TRUE,inf,
PL dolnośląskie decentralised space heating heat pump 2024,PL dolnośląskie,,decentralised space heating,,,heat pump,,2024,2024,TRUE,inf,
PL dolnośląskie decentralised space heating natural gas 2020,PL dolnośląskie,,decentralised space heating,,,natural gas,,2020,2020,TRUE,inf,
PL dolnośląskie decentralised space heating natural gas 2023,PL dolnośląskie,,decentralised space heating,,,natural gas,,2023,2023,TRUE,inf,
PL dolnośląskie decentralised space heating natural gas 2024,PL dolnośląskie,,decentralised space heating,,,natural gas,,2024,2024,TRUE,inf,
PL dolnośląskie decentralised space heating other 2020,PL dolnośląskie,,decentralised space heating,,,other,,2020,2020,TRUE,inf,
PL dolnośląskie decentralised space heating other 2023,PL dolnośląskie,,decentralised space heating,,,other,,2023,2023,TRUE,inf,
PL dolnośląskie decentralised space heating other 2024,PL dolnośląskie,,decentralised space heating,,,other,,2024,2024,TRUE,inf,
PL dolnośląskie decentralised space heating other RES 2020,PL dolnośląskie,,decentralised space heating,,,other RES,,2020,2020,TRUE,inf,
PL dolnośląskie decentralised space heating other RES 2023,PL dolnośląskie,,decentralised space heating,,,other RES,,2023,2023,TRUE,inf,
PL dolnośląskie decentralised space heating other RES 2024,PL dolnośląskie,,decentralised space heating,,,other RES,,2024,2024,TRUE,inf,
PL dolnośląskie decentralised space heating resistive heater 2020,PL dolnośląskie,,decentralised space heating,,,resistive heater,,2020,2020,TRUE,inf,
PL dolnośląskie decentralised space heating resistive heater 2023,PL dolnośląskie,,decentralised space heating,,,resistive heater,,2023,2023,TRUE,inf,
PL dolnośląskie decentralised space heating resistive heater 2024,PL dolnośląskie,,decentralised space heating,,,resistive heater,,2024,2024,TRUE,inf,
PL dolnośląskie decentralised water heating biomass 2020,PL dolnośląskie,,decentralised water heating,,,biomass,,2020,2020,TRUE,inf,
PL dolnośląskie decentralised water heating biomass 2023,PL dolnośląskie,,decentralised water heating,,,biomass,,2023,2023,TRUE,inf,
PL dolnośląskie decentralised water heating biomass 2024,PL dolnośląskie,,decentralised water heating,,,biomass,,2024,2024,TRUE,inf,
PL dolnośląskie decentralised water heating hard coal 2020,PL dolnośląskie,,decentralised water heating,,,hard coal,,2020,2020,TRUE,inf,
PL dolnośląskie decentralised water heating hard coal 2023,PL dolnośląskie,,decentralised water heating,,,hard coal,,2023,2023,TRUE,inf,
PL dolnośląskie decentralised water heating hard coal 2024,PL dolnośląskie,,decentralised water heating,,,hard coal,,2024,2024,TRUE,inf,
PL dolnośląskie decentralised water heating heat pump 2020,PL dolnośląskie,,decentralised water heating,,,heat pump,,2020,2020,TRUE,inf,
PL dolnośląskie decentralised water heating heat pump 2023,PL dolnośląskie,,decentralised water heating,,,heat pump,,2023,2023,TRUE,inf,
PL dolnośląskie decentralised water heating heat pump 2024,PL dolnośląskie,,decentralised water heating,,,heat pump,,2024,2024,TRUE,inf,
PL dolnośląskie decentralised water heating natural gas 2020,PL dolnośląskie,,decentralised water heating,,,natural gas,,2020,2020,TRUE,inf,
PL dolnośląskie decentralised water heating natural gas 2023,PL dolnośląskie,,decentralised water heating,,,natural gas,,2023,2023,TRUE,inf,
PL dolnośląskie decentralised water heating natural gas 2024,PL dolnośląskie,,decentralised water heating,,,natural gas,,2024,2024,TRUE,inf,
PL dolnośląskie decentralised water heating other 2020,PL dolnośląskie,,decentralised water heating,,,other,,2020,2020,TRUE,inf,
PL dolnośląskie decentralised water heating other 2023,PL dolnośląskie,,decentralised water heating,,,other,,2023,2023,TRUE,inf,
PL dolnośląskie decentralised water heating other 2024,PL dolnośląskie,,decentralised water heating,,,other,,2024,2024,TRUE,inf,
PL dolnośląskie decentralised water heating other RES 2020,PL dolnośląskie,,decentralised water heating,,,other RES,,2020,2020,TRUE,inf,
PL dolnośląskie decentralised water heating other RES 2023,PL dolnośląskie,,decentralised water heating,,,other RES,,2023,2023,TRUE,inf,
PL dolnośląskie decentralised water heating other RES 2024,PL dolnośląskie,,decentralised water heating,,,other RES,,2024,2024,TRUE,inf,
PL dolnośląskie decentralised water heating resistive heater 2020,PL dolnośląskie,,decentralised water heating,,,resistive heater,,2020,2020,TRUE,inf,
PL dolnośląskie decentralised water heating resistive heater 2023,PL dolnośląskie,,decentralised water heating,,,resistive heater,,2023,2023,TRUE,inf,
PL dolnośląskie decentralised water heating resistive heater 2024,PL dolnośląskie,,decentralised water heating,,,resistive heater,,2024,2024,TRUE,inf,
PL dolnośląskie direct line vRES HMV vRES 2020,PL dolnośląskie,,direct line vRES,,HMV vRES,HMV vRES,,2020,2020,TRUE,inf,
PL dolnośląskie direct line vRES HMV vRES 2023,PL dolnośląskie,,direct line vRES,,HMV vRES,HMV vRES,,2023,2023,TRUE,inf,
PL dolnośląskie direct line vRES HMV vRES 2024,PL dolnośląskie,,direct line vRES,,HMV vRES,HMV vRES,,2024,2024,TRUE,inf,
PL dolnośląskie distribution HMV HMV 2020,PL dolnośląskie,,distribution HMV,,HMV,HMV,,2020,2020,TRUE,inf,
PL dolnośląskie distribution HMV HMV 2023,PL dolnośląskie,,distribution HMV,,HMV,HMV,,2023,2023,TRUE,inf,
PL dolnośląskie distribution HMV HMV 2024,PL dolnośląskie,,distribution HMV,,HMV,HMV,,2024,2024,TRUE,inf,
PL dolnośląskie distribution LV LV 2020,PL dolnośląskie,,distribution LV,,LV,LV,,2020,2020,TRUE,inf,
PL dolnośląskie distribution LV LV 2023,PL dolnośląskie,,distribution LV,,LV,LV,,2023,2023,TRUE,inf,
PL dolnośląskie distribution LV LV 2024,PL dolnośląskie,,distribution LV,,LV,LV,,2024,2024,TRUE,inf,
PL dolnośląskie district heating biomass and biogas 2020,PL dolnośląskie,,district heating,,biomass and biogas,biomass and biogas,,2020,2020,TRUE,22.9,
PL dolnośląskie district heating biomass and biogas 2023,PL dolnośląskie,,district heating,,biomass and biogas,biomass and biogas,,2023,2023,TRUE,26.4,
PL dolnośląskie district heating biomass and biogas 2024,PL dolnośląskie,,district heating,,biomass and biogas,biomass and biogas,,2024,2024,TRUE,26.4,
PL dolnośląskie district heating hard coal 2020,PL dolnośląskie,,district heating,,hard coal,hard coal,,2020,2020,TRUE,2576.5,
PL dolnośląskie district heating hard coal 2023,PL dolnośląskie,,district heating,,hard coal,hard coal,,2023,2023,TRUE,2193.7,
PL dolnośląskie district heating hard coal 2024,PL dolnośląskie,,district heating,,hard coal,hard coal,,2024,2024,TRUE,2193.7,
PL dolnośląskie district heating natural gas 2020,PL dolnośląskie,,district heating,,natural gas,natural gas,,2020,2020,TRUE,256.4,
PL dolnośląskie district heating natural gas 2023,PL dolnośląskie,,district heating,,natural gas,natural gas,,2023,2023,TRUE,337.8,
PL dolnośląskie district heating natural gas 2024,PL dolnośląskie,,district heating,,natural gas,natural gas,,2024,2024,TRUE,337.8,
PL dolnośląskie electricity HMV final use HMV 2020,PL dolnośląskie,,electricity HMV final use,,,HMV,,2020,2020,TRUE,inf,
PL dolnośląskie electricity HMV final use HMV 2023,PL dolnośląskie,,electricity HMV final use,,,HMV,,2023,2023,TRUE,inf,
PL dolnośląskie electricity HMV final use HMV 2024,PL dolnośląskie,,electricity HMV final use,,,HMV,,2024,2024,TRUE,inf,
PL dolnośląskie electricity LV final use LV 2020,PL dolnośląskie,,electricity LV final use,,,LV,,2020,2020,TRUE,inf,
PL dolnośląskie electricity LV final use LV 2023,PL dolnośląskie,,electricity LV final use,,,LV,,2023,2023,TRUE,inf,
PL dolnośląskie electricity LV final use LV 2024,PL dolnośląskie,,electricity LV final use,,,LV,,2024,2024,TRUE,inf,
PL dolnośląskie hard coal CHP industrial HMV hard coal 2020,PL dolnośląskie,,hard coal CHP,industrial,HMV,,hard coal,2020,2020,TRUE,78.4,
PL dolnośląskie hard coal CHP industrial HMV hard coal 2023,PL dolnośląskie,,hard coal CHP,industrial,HMV,,hard coal,2023,2023,TRUE,85.0,
PL dolnośląskie hard coal CHP industrial HMV hard coal 2024,PL dolnośląskie,,hard coal CHP,industrial,HMV,,hard coal,2024,2024,TRUE,89.1,
PL dolnośląskie hard coal CHP industrial HMV hard coal 2025,PL dolnośląskie,,hard coal CHP,industrial,HMV,,hard coal,2025,2025,TRUE,92.4,
PL dolnośląskie hard coal CHP industrial HMV hard coal 2030,PL dolnośląskie,,hard coal CHP,industrial,HMV,,hard coal,2030,2030,TRUE,70.1,
PL dolnośląskie hard coal CHP industrial HMV hard coal 2035,PL dolnośląskie,,hard coal CHP,industrial,HMV,,hard coal,2035,2035,TRUE,53.6,
PL dolnośląskie hard coal CHP industrial HMV hard coal 2040,PL dolnośląskie,,hard coal CHP,industrial,HMV,,hard coal,2040,2040,TRUE,38.0,
PL dolnośląskie hard coal CHP industrial HMV hard coal 2045,PL dolnośląskie,,hard coal CHP,industrial,HMV,,hard coal,2045,2045,TRUE,21.4,
