hour,DE,LT,PL,PL pomorskie,PL zachodniopomorskie,SE
2012-01-28 00:00:00,0.087,0.638,0.414,0.414,0.18,0.498
2012-01-28 01:00:00,0.068,0.564,0.384,0.384,0.153,0.462
2012-01-28 02:00:00,0.061,0.558,0.398,0.398,0.138,0.438
2012-01-28 03:00:00,0.069,0.588,0.397,0.397,0.136,0.44
2012-01-28 04:00:00,0.076,0.646,0.397,0.397,0.17,0.432
2012-01-28 05:00:00,0.088,0.682,0.402,0.402,0.219,0.429
2012-01-28 06:00:00,0.118,0.719,0.386,0.386,0.246,0.44
2012-01-28 07:00:00,0.172,0.735,0.382,0.382,0.244,0.456
2012-01-28 08:00:00,0.241,0.752,0.382,0.382,0.247,0.456
2012-01-28 09:00:00,0.304,0.766,0.37,0.37,0.214,0.433
2012-01-28 10:00:00,0.336,0.789,0.416,0.416,0.166,0.418
2012-01-28 11:00:00,0.365,0.9,0.385,0.385,0.16,0.528
2012-01-28 12:00:00,0.337,0.877,0.31,0.31,0.161,0.526
2012-01-28 13:00:00,0.309,0.841,0.299,0.299,0.149,0.462
2012-01-28 14:00:00,0.301,0.852,0.334,0.334,0.131,0.43
2012-01-28 15:00:00,0.266,0.879,0.368,0.368,0.15,0.421
2012-01-28 16:00:00,0.316,0.902,0.381,0.381,0.173,0.436
2012-01-28 17:00:00,0.421,0.922,0.372,0.372,0.188,0.461
2012-01-28 18:00:00,0.542,0.929,0.364,0.364,0.2,0.478
2012-01-28 19:00:00,0.576,0.929,0.393,0.393,0.213,0.495
2012-01-28 20:00:00,0.544,0.927,0.418,0.418,0.208,0.51
2012-01-28 21:00:00,0.491,0.921,0.428,0.428,0.188,0.521
2012-01-28 22:00:00,0.421,0.924,0.434,0.434,0.137,0.507
2012-01-28 23:00:00,0.359,0.929,0.435,0.435,0.121,0.498
2012-01-29 00:00:00,0.321,0.918,0.466,0.466,0.145,0.479
2012-01-29 01:00:00,0.276,0.896,0.518,0.518,0.172,0.489
2012-01-29 02:00:00,0.27,0.895,0.566,0.566,0.24,0.515
2012-01-29 03:00:00,0.294,0.906,0.603,0.603,0.372,0.55
2012-01-29 04:00:00,0.293,0.914,0.654,0.654,0.494,0.567
2012-01-29 05:00:00,0.31,0.906,0.738,0.738,0.499,0.572
2012-01-29 06:00:00,0.358,0.888,0.793,0.793,0.54,0.607
2012-01-29 07:00:00,0.387,0.855,0.821,0.821,0.628,0.643
2012-01-29 08:00:00,0.39,0.839,0.813,0.813,0.728,0.666
2012-01-29 09:00:00,0.401,0.843,0.796,0.796,0.706,0.661
2012-01-29 10:00:00,0.416,0.869,0.839,0.839,0.705,0.647
2012-01-29 11:00:00,0.377,0.93,0.794,0.794,0.75,0.669
2012-01-29 12:00:00,0.343,0.892,0.756,0.756,0.786,0.686
2012-01-29 13:00:00,0.287,0.745,0.742,0.742,0.781,0.655
2012-01-29 14:00:00,0.244,0.605,0.761,0.761,0.812,0.621
2012-01-29 15:00:00,0.232,0.599,0.755,0.755,0.89,0.599
2012-01-29 16:00:00,0.242,0.663,0.778,0.778,0.937,0.587
2012-01-29 17:00:00,0.28,0.751,0.811,0.811,0.945,0.612
2012-01-29 18:00:00,0.346,0.796,0.818,0.818,0.934,0.647
2012-01-29 19:00:00,0.401,0.832,0.818,0.818,0.911,0.669
2012-01-29 20:00:00,0.426,0.846,0.807,0.807,0.885,0.668
2012-01-29 21:00:00,0.493,0.801,0.785,0.785,0.868,0.653
2012-01-29 22:00:00,0.559,0.702,0.799,0.799,0.879,0.63
2012-01-29 23:00:00,0.668,0.599,0.719,0.719,0.844,0.623
2012-01-30 00:00:00,0.704,0.466,0.628,0.628,0.797,0.572
2012-01-30 01:00:00,0.697,0.372,0.592,0.592,0.77,0.502
2012-01-30 02:00:00,0.709,0.346,0.562,0.562,0.744,0.473
2012-01-30 03:00:00,0.733,0.38,0.557,0.557,0.708,0.448
2012-01-30 04:00:00,0.782,0.416,0.572,0.572,0.681,0.448
2012-01-30 05:00:00,0.82,0.401,0.597,0.597,0.682,0.468
2012-01-30 06:00:00,0.844,0.405,0.627,0.627,0.674,0.475
2012-01-30 07:00:00,0.868,0.42,0.644,0.644,0.685,0.471
2012-01-30 08:00:00,0.883,0.424,0.669,0.669,0.707,0.478
2012-01-30 09:00:00,0.894,0.415,0.675,0.675,0.71,0.51
2012-01-30 10:00:00,0.904,0.389,0.621,0.621,0.704,0.547
2012-01-30 11:00:00,0.929,0.355,0.59,0.59,0.671,0.533
2012-01-30 12:00:00,0.917,0.324,0.55,0.55,0.63,0.492
2012-01-30 13:00:00,0.911,0.326,0.553,0.553,0.616,0.459
2012-01-30 14:00:00,0.913,0.363,0.575,0.575,0.678,0.474
2012-01-30 15:00:00,0.921,0.433,0.626,0.626,0.756,0.513
2012-01-30 16:00:00,0.93,0.502,0.673,0.673,0.802,0.545
2012-01-30 17:00:00,0.937,0.52,0.721,0.721,0.822,0.555
2012-01-30 18:00:00,0.938,0.515,0.726,0.726,0.818,0.562
2012-01-30 19:00:00,0.937,0.487,0.698,0.698,0.822,0.548
2012-01-30 20:00:00,0.934,0.451,0.635,0.635,0.82,0.521
2012-01-30 21:00:00,0.928,0.403,0.564,0.564,0.808,0.473
2012-01-30 22:00:00,0.92,0.372,0.501,0.501,0.791,0.423
2012-01-30 23:00:00,0.909,0.378,0.414,0.414,0.702,0.387
2012-01-31 00:00:00,0.902,0.335,0.351,0.351,0.622,0.308
2012-01-31 01:00:00,0.901,0.28,0.326,0.326,0.595,0.265
2012-01-31 02:00:00,0.903,0.244,0.321,0.321,0.597,0.25
2012-01-31 03:00:00,0.908,0.197,0.305,0.305,0.582,0.243
2012-01-31 04:00:00,0.911,0.15,0.29,0.29,0.57,0.243
2012-01-31 05:00:00,0.911,0.127,0.279,0.279,0.546,0.259
2012-01-31 06:00:00,0.909,0.117,0.285,0.285,0.528,0.268
2012-01-31 07:00:00,0.908,0.122,0.291,0.291,0.548,0.275
2012-01-31 08:00:00,0.913,0.123,0.285,0.285,0.583,0.281
2012-01-31 09:00:00,0.915,0.119,0.259,0.259,0.609,0.281
2012-01-31 10:00:00,0.919,0.111,0.244,0.244,0.652,0.28
2012-01-31 11:00:00,0.932,0.135,0.192,0.192,0.553,0.294
2012-01-31 12:00:00,0.921,0.138,0.16,0.16,0.503,0.273
2012-01-31 13:00:00,0.914,0.139,0.176,0.176,0.508,0.278
2012-01-31 14:00:00,0.915,0.117,0.235,0.235,0.592,0.291
2012-01-31 15:00:00,0.921,0.089,0.287,0.287,0.721,0.302
2012-01-31 16:00:00,0.931,0.076,0.327,0.327,0.815,0.329
2012-01-31 17:00:00,0.939,0.105,0.368,0.368,0.822,0.37
2012-01-31 18:00:00,0.943,0.193,0.411,0.411,0.771,0.429
2012-01-31 19:00:00,0.943,0.327,0.476,0.476,0.702,0.488
2012-01-31 20:00:00,0.942,0.424,0.526,0.526,0.622,0.561
2012-01-31 21:00:00,0.938,0.388,0.525,0.525,0.57,0.595
2012-01-31 22:00:00,0.932,0.311,0.392,0.392,0.562,0.575
2012-01-31 23:00:00,0.931,0.223,0.328,0.328,0.48,0.515
2012-02-01 00:00:00,0.912,0.142,0.334,0.334,0.416,0.483
2012-02-01 01:00:00,0.877,0.188,0.381,0.381,0.393,0.404
2012-02-01 02:00:00,0.831,0.319,0.41,0.41,0.433,0.376
2012-02-01 03:00:00,0.806,0.374,0.456,0.456,0.54,0.376
2012-02-01 04:00:00,0.798,0.366,0.517,0.517,0.634,0.387
2012-02-01 05:00:00,0.8,0.368,0.52,0.52,0.695,0.4
2012-02-01 06:00:00,0.811,0.39,0.512,0.512,0.687,0.402
2012-02-01 07:00:00,0.825,0.433,0.557,0.557,0.651,0.384
2012-02-01 08:00:00,0.834,0.488,0.604,0.604,0.59,0.384
2012-02-01 09:00:00,0.818,0.52,0.643,0.643,0.577,0.4
2012-02-01 10:00:00,0.778,0.486,0.623,0.623,0.513,0.422
2012-02-01 11:00:00,0.708,0.374,0.536,0.536,0.497,0.482
2012-02-01 12:00:00,0.65,0.3,0.457,0.457,0.486,0.458
2012-02-01 13:00:00,0.579,0.293,0.44,0.44,0.489,0.393
2012-02-01 14:00:00,0.556,0.319,0.443,0.443,0.512,0.346
2012-02-01 15:00:00,0.552,0.375,0.435,0.435,0.596,0.321
2012-02-01 16:00:00,0.6,0.438,0.457,0.457,0.644,0.328
2012-02-01 17:00:00,0.657,0.479,0.47,0.47,0.659,0.353
2012-02-01 18:00:00,0.716,0.497,0.47,0.47,0.666,0.375
2012-02-01 19:00:00,0.764,0.542,0.462,0.462,0.627,0.384
2012-02-01 20:00:00,0.786,0.57,0.464,0.464,0.544,0.373
2012-02-01 21:00:00,0.756,0.575,0.451,0.451,0.444,0.367
2012-02-01 22:00:00,0.672,0.545,0.423,0.423,0.408,0.364
2012-02-01 23:00:00,0.584,0.514,0.385,0.385,0.267,0.347
2012-02-02 00:00:00,0.483,0.465,0.362,0.362,0.13,0.35
2012-02-02 01:00:00,0.431,0.387,0.338,0.338,0.059,0.351
2012-02-02 02:00:00,0.389,0.306,0.285,0.285,0.019,0.334
2012-02-02 03:00:00,0.339,0.263,0.267,0.267,0.007,0.321
2012-02-02 04:00:00,0.318,0.234,0.285,0.285,0.003,0.333
2012-02-02 05:00:00,0.293,0.217,0.276,0.276,0.001,0.307
2012-02-02 06:00:00,0.284,0.214,0.212,0.212,0.001,0.259
2012-02-02 07:00:00,0.269,0.22,0.144,0.144,0.001,0.212
2012-02-02 08:00:00,0.241,0.237,0.087,0.087,0.001,0.203
2012-02-02 09:00:00,0.211,0.186,0.056,0.056,0.003,0.214
2012-02-02 10:00:00,0.168,0.131,0.047,0.047,0.006,0.229
2012-02-02 11:00:00,0.195,0.089,0.04,0.04,0.015,0.278
2012-02-02 12:00:00,0.148,0.103,0.029,0.029,0.02,0.23
2012-02-02 13:00:00,0.096,0.083,0.011,0.011,0.013,0.178
2012-02-02 14:00:00,0.06,0.067,0.005,0.005,0.005,0.163
2012-02-02 15:00:00,0.041,0.067,0.006,0.006,0.002,0.16
2012-02-02 16:00:00,0.042,0.057,0.017,0.017,0.001,0.168
2012-02-02 17:00:00,0.059,0.038,0.051,0.051,0.002,0.195
2012-02-02 18:00:00,0.095,0.031,0.101,0.101,0.003,0.206
2012-02-02 19:00:00,0.107,0.053,0.125,0.125,0.005,0.21
