hour,DE,LT,PL,PL pomorskie,PL zachodniopomorskie,SE
2012-02-26 00:00:00,0.702,0.945,0.797,0.797,0.675,0.744
2012-02-26 01:00:00,0.668,0.939,0.849,0.849,0.734,0.743
2012-02-26 02:00:00,0.627,0.945,0.913,0.913,0.819,0.772
2012-02-26 03:00:00,0.595,0.95,0.953,0.953,0.859,0.8
2012-02-26 04:00:00,0.57,0.95,0.965,0.965,0.901,0.803
2012-02-26 05:00:00,0.535,0.95,0.973,0.973,0.911,0.795
2012-02-26 06:00:00,0.509,0.95,0.978,0.978,0.876,0.794
2012-02-26 07:00:00,0.496,0.95,0.976,0.976,0.808,0.795
2012-02-26 08:00:00,0.417,0.95,0.979,0.979,0.744,0.787
2012-02-26 09:00:00,0.307,0.95,0.966,0.966,0.629,0.771
2012-02-26 10:00:00,0.193,0.95,0.86,0.86,0.332,0.752
2012-02-26 11:00:00,0.098,0.95,0.803,0.803,0.346,0.625
2012-02-26 12:00:00,0.076,0.95,0.761,0.761,0.352,0.575
2012-02-26 13:00:00,0.075,0.95,0.761,0.761,0.396,0.539
2012-02-26 14:00:00,0.1,0.95,0.761,0.761,0.439,0.517
2012-02-26 15:00:00,0.128,0.95,0.718,0.718,0.473,0.493
2012-02-26 16:00:00,0.131,0.95,0.59,0.59,0.501,0.441
2012-02-26 17:00:00,0.118,0.95,0.493,0.493,0.598,0.437
2012-02-26 18:00:00,0.098,0.95,0.425,0.425,0.724,0.441
2012-02-26 19:00:00,0.091,0.95,0.361,0.361,0.783,0.43
2012-02-26 20:00:00,0.094,0.95,0.343,0.343,0.736,0.409
2012-02-26 21:00:00,0.097,0.949,0.353,0.353,0.638,0.416
2012-02-26 22:00:00,0.083,0.948,0.269,0.269,0.571,0.413
2012-02-26 23:00:00,0.117,0.936,0.297,0.297,0.42,0.378
2012-02-27 00:00:00,0.197,0.938,0.333,0.333,0.287,0.335
2012-02-27 01:00:00,0.323,0.915,0.243,0.243,0.192,0.254
2012-02-27 02:00:00,0.425,0.852,0.221,0.221,0.135,0.188
2012-02-27 03:00:00,0.461,0.795,0.246,0.246,0.096,0.173
2012-02-27 04:00:00,0.503,0.767,0.252,0.252,0.058,0.169
2012-02-27 05:00:00,0.58,0.733,0.234,0.234,0.055,0.141
2012-02-27 06:00:00,0.661,0.69,0.2,0.2,0.061,0.112
2012-02-27 07:00:00,0.705,0.628,0.147,0.147,0.068,0.09
2012-02-27 08:00:00,0.667,0.547,0.088,0.088,0.091,0.062
2012-02-27 09:00:00,0.626,0.446,0.042,0.042,0.082,0.039
2012-02-27 10:00:00,0.584,0.342,0.023,0.023,0.092,0.027
2012-02-27 11:00:00,0.626,0.278,0.011,0.011,0.074,0.039
2012-02-27 12:00:00,0.705,0.242,0.008,0.008,0.064,0.051
2012-02-27 13:00:00,0.684,0.198,0.007,0.007,0.071,0.07
2012-02-27 14:00:00,0.683,0.146,0.009,0.009,0.084,0.108
2012-02-27 15:00:00,0.726,0.072,0.019,0.019,0.069,0.181
2012-02-27 16:00:00,0.752,0.024,0.039,0.039,0.076,0.256
2012-02-27 17:00:00,0.763,0.0,0.077,0.077,0.151,0.341
2012-02-27 18:00:00,0.807,0.0,0.078,0.078,0.164,0.381
2012-02-27 19:00:00,0.799,0.003,0.112,0.112,0.246,0.397
2012-02-27 20:00:00,0.743,0.001,0.16,0.16,0.296,0.431
2012-02-27 21:00:00,0.682,0.017,0.247,0.247,0.307,0.462
2012-02-27 22:00:00,0.65,0.074,0.318,0.318,0.342,0.487
2012-02-27 23:00:00,0.76,0.171,0.418,0.418,0.431,0.552
2012-02-28 00:00:00,0.785,0.3,0.464,0.464,0.598,0.632
2012-02-28 01:00:00,0.755,0.505,0.471,0.471,0.432,0.696
2012-02-28 02:00:00,0.804,0.651,0.588,0.588,0.409,0.702
2012-02-28 03:00:00,0.794,0.776,0.717,0.717,0.564,0.749
2012-02-28 04:00:00,0.819,0.879,0.842,0.842,0.784,0.79
2012-02-28 05:00:00,0.85,0.93,0.913,0.913,0.929,0.82
2012-02-28 06:00:00,0.845,0.934,0.961,0.961,0.977,0.845
2012-02-28 07:00:00,0.822,0.948,0.951,0.951,0.994,0.886
2012-02-28 08:00:00,0.742,0.95,0.963,0.963,1.0,0.907
2012-02-28 09:00:00,0.711,0.95,0.984,0.984,1.0,0.91
2012-02-28 10:00:00,0.753,0.95,0.997,0.997,1.0,0.917
2012-02-28 11:00:00,0.761,0.95,0.999,0.999,1.0,0.913
2012-02-28 12:00:00,0.803,0.949,0.999,0.999,1.0,0.898
2012-02-28 13:00:00,0.779,0.927,0.994,0.994,1.0,0.853
2012-02-28 14:00:00,0.736,0.855,0.975,0.975,1.0,0.761
2012-02-28 15:00:00,0.661,0.91,0.969,0.969,1.0,0.727
2012-02-28 16:00:00,0.609,0.943,0.915,0.915,1.0,0.705
2012-02-28 17:00:00,0.6,0.932,0.881,0.881,1.0,0.698
2012-02-28 18:00:00,0.598,0.896,0.885,0.885,0.998,0.711
2012-02-28 19:00:00,0.591,0.857,0.869,0.869,0.985,0.706
2012-02-28 20:00:00,0.582,0.796,0.774,0.774,0.965,0.636
2012-02-28 21:00:00,0.604,0.775,0.537,0.537,0.952,0.539
2012-02-28 22:00:00,0.582,0.854,0.308,0.308,0.835,0.473
