hour,CZ,DE,LT,PL,PL dolnośląskie,PL kujawsko-pomorskie,PL lubelskie,PL lubuskie,PL łódzkie,PL małopolskie,PL mazowieckie,PL opolskie,PL podkarpackie,PL podlaskie,PL pomorskie,PL śląskie,PL świętokrzyskie,PL warmińsko-mazurskie,PL wielkopolskie,PL zachodniopomorskie,SE,SK
2013-02-22 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-22 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-22 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-22 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-22 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-22 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-22 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-22 07:00:00,0.0,0.0,0.002,0.038,0.033,0.023,0.038,0.011,0.096,0.051,0.043,0.043,0.04,0.038,0.024,0.079,0.098,0.038,0.038,0.031,0.0,0.002
2013-02-22 08:00:00,0.06,0.026,0.076,0.134,0.135,0.106,0.1,0.079,0.221,0.119,0.11,0.155,0.095,0.11,0.106,0.244,0.181,0.11,0.165,0.142,0.025,0.036
2013-02-22 09:00:00,0.137,0.106,0.195,0.239,0.272,0.185,0.189,0.157,0.309,0.195,0.191,0.291,0.164,0.192,0.222,0.371,0.273,0.226,0.289,0.256,0.107,0.09
2013-02-22 10:00:00,0.18,0.187,0.319,0.33,0.4,0.238,0.217,0.327,0.296,0.258,0.243,0.348,0.18,0.273,0.31,0.398,0.237,0.353,0.412,0.351,0.202,0.132
2013-02-22 11:00:00,0.22,0.236,0.363,0.374,0.43,0.284,0.222,0.377,0.315,0.284,0.276,0.288,0.176,0.309,0.376,0.411,0.242,0.423,0.462,0.457,0.277,0.148
2013-02-22 12:00:00,0.258,0.255,0.309,0.367,0.451,0.355,0.223,0.417,0.284,0.229,0.301,0.288,0.168,0.282,0.405,0.333,0.219,0.441,0.415,0.414,0.319,0.158
2013-02-22 13:00:00,0.247,0.244,0.23,0.289,0.338,0.4,0.156,0.35,0.242,0.149,0.227,0.16,0.14,0.207,0.418,0.197,0.175,0.317,0.287,0.355,0.298,0.147
2013-02-22 14:00:00,0.198,0.208,0.173,0.208,0.17,0.329,0.128,0.233,0.174,0.124,0.164,0.096,0.108,0.148,0.357,0.133,0.14,0.169,0.211,0.284,0.232,0.13
2013-02-22 15:00:00,0.127,0.161,0.103,0.115,0.081,0.174,0.059,0.136,0.09,0.063,0.091,0.051,0.035,0.084,0.195,0.079,0.058,0.086,0.113,0.203,0.164,0.103
2013-02-22 16:00:00,0.059,0.1,0.03,0.037,0.02,0.05,0.007,0.044,0.02,0.012,0.021,0.01,0.004,0.018,0.066,0.015,0.01,0.021,0.043,0.084,0.08,0.049
2013-02-22 17:00:00,0.009,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-22 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-22 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-22 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-22 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-22 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-22 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-23 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-23 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-23 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-23 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-23 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-23 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-23 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-23 07:00:00,0.0,0.0,0.008,0.02,0.019,0.006,0.019,0.01,0.02,0.029,0.015,0.017,0.07,0.031,0.026,0.025,0.028,0.035,0.014,0.013,0.0,0.003
2013-02-23 08:00:00,0.019,0.022,0.135,0.078,0.061,0.06,0.074,0.076,0.106,0.07,0.071,0.067,0.194,0.063,0.067,0.085,0.123,0.073,0.086,0.046,0.033,0.025
2013-02-23 09:00:00,0.049,0.084,0.278,0.167,0.107,0.272,0.183,0.138,0.165,0.125,0.227,0.122,0.273,0.107,0.097,0.152,0.204,0.136,0.188,0.158,0.113,0.049
2013-02-23 10:00:00,0.071,0.148,0.431,0.231,0.158,0.267,0.211,0.17,0.219,0.183,0.269,0.174,0.303,0.202,0.279,0.209,0.241,0.312,0.184,0.351,0.207,0.073
2013-02-23 11:00:00,0.088,0.193,0.534,0.219,0.185,0.2,0.194,0.147,0.246,0.224,0.213,0.208,0.297,0.207,0.288,0.252,0.264,0.284,0.172,0.322,0.28,0.094
2013-02-23 12:00:00,0.113,0.204,0.592,0.211,0.183,0.203,0.195,0.14,0.25,0.225,0.2,0.182,0.352,0.189,0.341,0.231,0.264,0.22,0.176,0.252,0.302,0.102
2013-02-23 13:00:00,0.134,0.192,0.578,0.154,0.149,0.133,0.139,0.14,0.158,0.17,0.123,0.151,0.216,0.152,0.161,0.162,0.179,0.14,0.165,0.161,0.282,0.091
