hour,CZ,DE,LT,PL,PL dolnośląskie,PL kujawsko-pomorskie,PL lubelskie,PL lubuskie,PL łódzkie,PL małopolskie,PL mazowieckie,PL opolskie,PL podkarpackie,PL podlaskie,PL pomorskie,PL śląskie,PL świętokrzyskie,PL warmińsko-mazurskie,PL wielkopolskie,PL zachodniopomorskie,SE,SK
2013-02-22 00:00:00,0.251,0.229,0.032,0.173,0.087,0.23,0.241,0.159,0.095,0.188,0.208,0.073,0.399,0.219,0.147,0.143,0.226,0.158,0.159,0.169,0.237,0.207
2013-02-22 01:00:00,0.293,0.236,0.028,0.181,0.084,0.225,0.269,0.156,0.103,0.255,0.226,0.085,0.428,0.205,0.161,0.186,0.328,0.142,0.166,0.17,0.198,0.211
2013-02-22 02:00:00,0.331,0.235,0.026,0.197,0.089,0.244,0.297,0.16,0.127,0.327,0.243,0.112,0.469,0.198,0.165,0.269,0.437,0.126,0.191,0.176,0.178,0.226
2013-02-22 03:00:00,0.372,0.239,0.023,0.219,0.104,0.261,0.317,0.174,0.193,0.403,0.258,0.156,0.501,0.187,0.165,0.378,0.525,0.13,0.226,0.192,0.166,0.265
2013-02-22 04:00:00,0.41,0.247,0.025,0.243,0.133,0.261,0.337,0.196,0.291,0.462,0.287,0.221,0.545,0.188,0.168,0.475,0.581,0.148,0.247,0.217,0.159,0.295
2013-02-22 05:00:00,0.423,0.258,0.03,0.263,0.153,0.262,0.346,0.214,0.361,0.515,0.315,0.278,0.615,0.202,0.167,0.56,0.611,0.155,0.267,0.238,0.154,0.305
2013-02-22 06:00:00,0.427,0.272,0.036,0.286,0.175,0.279,0.392,0.234,0.432,0.566,0.353,0.317,0.578,0.227,0.171,0.604,0.651,0.166,0.294,0.265,0.144,0.291
2013-02-22 07:00:00,0.433,0.271,0.043,0.3,0.209,0.283,0.407,0.261,0.456,0.577,0.368,0.372,0.593,0.286,0.161,0.645,0.66,0.176,0.298,0.297,0.136,0.278
2013-02-22 08:00:00,0.454,0.277,0.044,0.297,0.27,0.283,0.42,0.275,0.444,0.527,0.366,0.435,0.605,0.243,0.136,0.686,0.656,0.165,0.302,0.278,0.126,0.252
2013-02-22 09:00:00,0.438,0.312,0.037,0.29,0.318,0.234,0.515,0.29,0.436,0.497,0.355,0.488,0.692,0.213,0.102,0.712,0.592,0.155,0.298,0.263,0.109,0.209
2013-02-22 10:00:00,0.437,0.315,0.023,0.332,0.451,0.32,0.543,0.376,0.583,0.584,0.409,0.538,0.678,0.221,0.107,0.746,0.718,0.157,0.354,0.286,0.086,0.161
2013-02-22 11:00:00,0.472,0.311,0.019,0.361,0.514,0.408,0.563,0.389,0.711,0.585,0.437,0.601,0.639,0.204,0.127,0.744,0.715,0.169,0.408,0.273,0.046,0.163
2013-02-22 12:00:00,0.499,0.325,0.022,0.393,0.57,0.476,0.581,0.417,0.754,0.616,0.461,0.579,0.58,0.222,0.141,0.766,0.743,0.187,0.48,0.276,0.037,0.154
2013-02-22 13:00:00,0.53,0.343,0.023,0.423,0.671,0.518,0.635,0.473,0.725,0.622,0.516,0.603,0.551,0.302,0.165,0.742,0.809,0.235,0.555,0.234,0.033,0.144
2013-02-22 14:00:00,0.549,0.358,0.033,0.462,0.711,0.537,0.688,0.532,0.747,0.604,0.529,0.631,0.608,0.387,0.205,0.804,0.819,0.304,0.639,0.216,0.033,0.135
2013-02-22 15:00:00,0.572,0.37,0.051,0.514,0.753,0.584,0.755,0.581,0.755,0.636,0.59,0.608,0.623,0.471,0.282,0.781,0.777,0.348,0.696,0.274,0.04,0.115
2013-02-22 16:00:00,0.611,0.359,0.086,0.578,0.693,0.64,0.766,0.665,0.793,0.593,0.67,0.571,0.578,0.563,0.348,0.776,0.765,0.407,0.766,0.399,0.051,0.11
2013-02-22 17:00:00,0.636,0.332,0.145,0.64,0.682,0.686,0.785,0.746,0.834,0.554,0.734,0.582,0.627,0.643,0.407,0.764,0.766,0.474,0.806,0.533,0.061,0.106
2013-02-22 18:00:00,0.611,0.327,0.213,0.66,0.687,0.694,0.795,0.774,0.849,0.462,0.757,0.562,0.67,0.69,0.441,0.718,0.723,0.511,0.809,0.581,0.073,0.102
2013-02-22 19:00:00,0.592,0.352,0.259,0.651,0.678,0.698,0.803,0.731,0.821,0.364,0.772,0.543,0.7,0.723,0.459,0.646,0.639,0.534,0.776,0.561,0.078,0.093
2013-02-22 20:00:00,0.564,0.366,0.301,0.64,0.652,0.703,0.825,0.683,0.785,0.316,0.788,0.531,0.723,0.748,0.486,0.599,0.588,0.554,0.738,0.531,0.082,0.083
2013-02-22 21:00:00,0.538,0.37,0.346,0.63,0.592,0.701,0.84,0.65,0.753,0.28,0.793,0.464,0.715,0.758,0.519,0.557,0.558,0.578,0.716,0.499,0.09,0.075
2013-02-22 22:00:00,0.491,0.368,0.377,0.571,0.48,0.694,0.795,0.569,0.678,0.186,0.775,0.357,0.628,0.752,0.494,0.43,0.45,0.571,0.682,0.359,0.102,0.064
2013-02-22 23:00:00,0.428,0.323,0.391,0.609,0.463,0.705,0.781,0.636,0.668,0.149,0.789,0.297,0.612,0.759,0.526,0.331,0.446,0.63,0.724,0.477,0.133,0.068
