hour,DE,LT,PL,PL pomorskie,PL zachodniopomorskie,SE
2015-02-28 22:00:00,0.918,0.193,0.266,0.266,0.74,0.647
2015-02-28 23:00:00,0.937,0.247,0.287,0.287,0.713,0.648
2015-03-01 00:00:00,0.942,0.3,0.332,0.332,0.75,0.645
2015-03-01 01:00:00,0.944,0.328,0.376,0.376,0.864,0.683
2015-03-01 02:00:00,0.944,0.257,0.43,0.43,0.926,0.727
2015-03-01 03:00:00,0.944,0.216,0.517,0.517,0.949,0.778
2015-03-01 04:00:00,0.939,0.231,0.656,0.656,0.975,0.836
2015-03-01 05:00:00,0.945,0.302,0.819,0.819,0.986,0.89
2015-03-01 06:00:00,0.95,0.471,0.92,0.92,0.993,0.928
2015-03-01 07:00:00,0.95,0.718,0.952,0.952,0.998,0.943
2015-03-01 08:00:00,0.95,0.846,0.981,0.981,0.999,0.948
2015-03-01 09:00:00,0.95,0.899,0.984,0.984,1.0,0.949
2015-03-01 10:00:00,0.95,0.929,0.976,0.976,0.999,0.95
2015-03-01 11:00:00,0.949,0.948,0.982,0.982,0.999,0.946
2015-03-01 12:00:00,0.949,0.95,0.988,0.988,0.999,0.94
2015-03-01 13:00:00,0.949,0.95,0.99,0.99,0.999,0.939
2015-03-01 14:00:00,0.95,0.95,0.992,0.992,0.999,0.931
2015-03-01 15:00:00,0.949,0.95,0.994,0.994,0.998,0.927
2015-03-01 16:00:00,0.946,0.95,0.991,0.991,0.995,0.913
2015-03-01 17:00:00,0.942,0.95,0.982,0.982,0.967,0.904
2015-03-01 18:00:00,0.94,0.95,0.962,0.962,0.939,0.907
2015-03-01 19:00:00,0.931,0.95,0.91,0.91,0.937,0.902
2015-03-01 20:00:00,0.908,0.95,0.858,0.858,0.911,0.898
2015-03-01 21:00:00,0.916,0.95,0.776,0.776,0.887,0.884
2015-03-01 22:00:00,0.924,0.948,0.712,0.712,0.895,0.846
2015-03-01 23:00:00,0.92,0.926,0.744,0.744,0.857,0.795
2015-03-02 00:00:00,0.844,0.717,0.756,0.756,0.792,0.767
2015-03-02 01:00:00,0.777,0.47,0.673,0.673,0.708,0.73
2015-03-02 02:00:00,0.707,0.437,0.599,0.599,0.851,0.722
2015-03-02 03:00:00,0.799,0.414,0.682,0.682,0.766,0.691
2015-03-02 04:00:00,0.89,0.404,0.655,0.655,0.594,0.658
2015-03-02 05:00:00,0.918,0.368,0.51,0.51,0.631,0.697
2015-03-02 06:00:00,0.929,0.474,0.43,0.43,0.788,0.638
2015-03-02 07:00:00,0.935,0.481,0.417,0.417,0.873,0.577
2015-03-02 08:00:00,0.939,0.446,0.489,0.489,0.951,0.56
2015-03-02 09:00:00,0.942,0.328,0.585,0.585,0.929,0.578
2015-03-02 10:00:00,0.945,0.229,0.774,0.774,0.985,0.6
2015-03-02 11:00:00,0.949,0.307,0.805,0.805,0.972,0.716
2015-03-02 12:00:00,0.95,0.533,0.85,0.85,0.997,0.81
2015-03-02 13:00:00,0.95,0.503,0.889,0.889,0.999,0.797
2015-03-02 14:00:00,0.95,0.393,0.936,0.936,0.999,0.734
2015-03-02 15:00:00,0.947,0.333,0.975,0.975,1.0,0.693
2015-03-02 16:00:00,0.939,0.429,0.987,0.987,1.0,0.72
2015-03-02 17:00:00,0.886,0.67,0.984,0.984,1.0,0.764
2015-03-02 18:00:00,0.842,0.574,0.991,0.991,1.0,0.799
2015-03-02 19:00:00,0.835,0.361,0.995,0.995,1.0,0.813
2015-03-02 20:00:00,0.811,0.474,0.997,0.997,1.0,0.798
2015-03-02 21:00:00,0.816,0.59,0.998,0.998,1.0,0.781
2015-03-02 22:00:00,0.86,0.697,0.999,0.999,1.0,0.764
2015-03-02 23:00:00,0.929,0.727,1.0,1.0,1.0,0.738
2015-03-03 00:00:00,0.948,0.709,1.0,1.0,1.0,0.711
2015-03-03 01:00:00,0.95,0.665,1.0,1.0,1.0,0.691
2015-03-03 02:00:00,0.95,0.754,1.0,1.0,1.0,0.685
2015-03-03 03:00:00,0.949,0.896,1.0,1.0,1.0,0.665
2015-03-03 04:00:00,0.949,0.936,1.0,1.0,0.999,0.661
2015-03-03 05:00:00,0.946,0.948,1.0,1.0,0.998,0.671
2015-03-03 06:00:00,0.924,0.949,1.0,1.0,0.998,0.676
2015-03-03 07:00:00,0.903,0.95,1.0,1.0,0.999,0.674
2015-03-03 08:00:00,0.909,0.95,1.0,1.0,0.999,0.679
2015-03-03 09:00:00,0.907,0.95,1.0,1.0,0.999,0.679
2015-03-03 10:00:00,0.881,0.95,1.0,1.0,0.999,0.702
2015-03-03 11:00:00,0.905,0.95,1.0,1.0,0.999,0.682
2015-03-03 12:00:00,0.867,0.95,1.0,1.0,0.999,0.681
2015-03-03 13:00:00,0.827,0.95,1.0,1.0,0.998,0.681
2015-03-03 14:00:00,0.726,0.95,1.0,1.0,0.997,0.681
2015-03-03 15:00:00,0.623,0.95,1.0,1.0,0.993,0.667
2015-03-03 16:00:00,0.597,0.95,1.0,1.0,0.969,0.65
2015-03-03 17:00:00,0.642,0.95,0.998,0.998,0.86,0.638
2015-03-03 18:00:00,0.691,0.95,0.99,0.99,0.749,0.631
2015-03-03 19:00:00,0.728,0.95,0.969,0.969,0.581,0.608
2015-03-03 20:00:00,0.722,0.95,0.909,0.909,0.759,0.58
2015-03-03 21:00:00,0.693,0.949,0.816,0.816,0.459,0.529
2015-03-03 22:00:00,0.656,0.947,0.691,0.691,0.151,0.446
2015-03-03 23:00:00,0.703,0.921,0.483,0.483,0.23,0.361
2015-03-04 00:00:00,0.72,0.857,0.232,0.232,0.423,0.272
2015-03-04 01:00:00,0.79,0.754,0.154,0.154,0.771,0.19
2015-03-04 02:00:00,0.861,0.539,0.051,0.051,0.992,0.147
2015-03-04 03:00:00,0.886,0.364,0.027,0.027,0.987,0.116
2015-03-04 04:00:00,0.885,0.311,0.009,0.009,0.982,0.093
2015-03-04 05:00:00,0.896,0.129,0.007,0.007,0.985,0.094
2015-03-04 06:00:00,0.903,0.084,0.04,0.04,0.97,0.099
2015-03-04 07:00:00,0.911,0.038,0.158,0.158,0.928,0.102
2015-03-04 08:00:00,0.918,0.008,0.303,0.303,0.844,0.116
2015-03-04 09:00:00,0.904,0.003,0.478,0.478,0.631,0.212
2015-03-04 10:00:00,0.906,0.012,0.588,0.588,0.522,0.332
2015-03-04 11:00:00,0.915,0.016,0.492,0.492,0.633,0.289
2015-03-04 12:00:00,0.929,0.067,0.508,0.508,0.735,0.269
2015-03-04 13:00:00,0.931,0.136,0.592,0.592,0.742,0.246
2015-03-04 14:00:00,0.925,0.189,0.693,0.693,0.747,0.268
2015-03-04 15:00:00,0.914,0.203,0.749,0.749,0.695,0.321
2015-03-04 16:00:00,0.906,0.199,0.755,0.755,0.55,0.395
2015-03-04 17:00:00,0.909,0.22,0.62,0.62,0.576,0.39
2015-03-04 18:00:00,0.904,0.24,0.536,0.536,0.587,0.301
2015-03-04 19:00:00,0.892,0.211,0.531,0.531,0.483,0.251
2015-03-04 20:00:00,0.881,0.144,0.468,0.468,0.522,0.207
2015-03-04 21:00:00,0.858,0.098,0.378,0.378,0.485,0.173
2015-03-04 22:00:00,0.81,0.098,0.269,0.269,0.389,0.152
2015-03-04 23:00:00,0.767,0.146,0.177,0.177,0.309,0.151
2015-05-14 00:00:00,0.694,0.809,0.843,0.843,0.706,0.736
2015-05-14 01:00:00,0.727,0.806,0.755,0.755,0.73,0.669
2015-05-14 02:00:00,0.706,0.709,0.697,0.697,0.75,0.59
2015-05-14 03:00:00,0.687,0.542,0.61,0.61,0.721,0.523
2015-05-14 04:00:00,0.669,0.391,0.507,0.507,0.593,0.467
2015-05-14 05:00:00,0.669,0.246,0.447,0.447,0.464,0.431
2015-05-14 06:00:00,0.649,0.175,0.391,0.391,0.333,0.412
2015-05-14 07:00:00,0.611,0.116,0.331,0.331,0.315,0.386
2015-05-14 08:00:00,0.544,0.082,0.255,0.255,0.308,0.358
2015-05-14 09:00:00,0.445,0.078,0.213,0.213,0.311,0.329
2015-05-14 10:00:00,0.366,0.11,0.245,0.245,0.309,0.306
2015-05-14 11:00:00,0.259,0.155,0.304,0.304,0.408,0.283
2015-05-14 12:00:00,0.241,0.135,0.359,0.359,0.475,0.257
2015-05-14 13:00:00,0.228,0.117,0.406,0.406,0.557,0.246
2015-05-14 14:00:00,0.205,0.118,0.377,0.377,0.669,0.268
2015-05-14 15:00:00,0.19,0.119,0.389,0.389,0.698,0.251
2015-05-14 16:00:00,0.204,0.086,0.381,0.381,0.655,0.202
2015-05-14 17:00:00,0.229,0.061,0.349,0.349,0.644,0.197
2015-05-14 18:00:00,0.259,0.043,0.295,0.295,0.692,0.204
2015-05-14 19:00:00,0.255,0.028,0.23,0.23,0.763,0.223
2015-05-14 20:00:00,0.22,0.008,0.174,0.174,0.815,0.236
2015-05-14 21:00:00,0.195,0.0,0.159,0.159,0.829,0.24
2015-05-14 22:00:00,0.196,0.0,0.282,0.282,0.853,0.236
2015-05-14 23:00:00,0.194,0.0,0.305,0.305,0.83,0.296
2015-05-15 00:00:00,0.193,0.016,0.298,0.298,0.811,0.311
2015-05-15 01:00:00,0.206,0.048,0.286,0.286,0.754,0.351
2015-05-15 02:00:00,0.218,0.07,0.247,0.247,0.618,0.399
2015-05-15 03:00:00,0.223,0.087,0.306,0.306,0.496,0.466
2015-05-15 04:00:00,0.216,0.106,0.432,0.432,0.368,0.555
2015-05-15 05:00:00,0.224,0.119,0.449,0.449,0.277,0.54
2015-05-15 06:00:00,0.22,0.121,0.38,0.38,0.184,0.481
2015-05-15 07:00:00,0.191,0.215,0.326,0.326,0.092,0.466
2015-05-15 08:00:00,0.149,0.402,0.234,0.234,0.049,0.433
2015-05-15 09:00:00,0.112,0.497,0.156,0.156,0.038,0.36
2015-05-15 10:00:00,0.086,0.476,0.063,0.063,0.013,0.308
2015-05-15 11:00:00,0.085,0.385,0.067,0.067,0.019,0.258
2015-05-15 12:00:00,0.092,0.444,0.091,0.091,0.052,0.267
2015-05-15 13:00:00,0.109,0.492,0.101,0.101,0.088,0.3
2015-05-15 14:00:00,0.159,0.514,0.108,0.108,0.112,0.356
2015-05-15 15:00:00,0.181,0.396,0.183,0.183,0.146,0.43
2015-05-15 16:00:00,0.191,0.241,0.337,0.337,0.209,0.51
2015-05-15 17:00:00,0.173,0.301,0.457,0.457,0.339,0.531
2015-05-15 18:00:00,0.134,0.424,0.528,0.528,0.434,0.49
2015-05-15 19:00:00,0.143,0.429,0.602,0.602,0.531,0.427
2015-05-15 20:00:00,0.186,0.365,0.63,0.63,0.563,0.378
2015-05-15 21:00:00,0.156,0.279,0.625,0.625,0.538,0.333
2015-05-15 22:00:00,0.14,0.216,0.59,0.59,0.477,0.281
2015-05-15 23:00:00,0.222,0.23,0.415,0.415,0.335,0.248
2015-05-16 00:00:00,0.321,0.195,0.277,0.277,0.353,0.195
2015-05-16 01:00:00,0.335,0.155,0.294,0.294,0.464,0.176
2015-05-16 02:00:00,0.361,0.119,0.35,0.35,0.525,0.186
2015-05-16 03:00:00,0.419,0.103,0.401,0.401,0.488,0.194
2015-05-16 04:00:00,0.536,0.086,0.439,0.439,0.339,0.205
2015-05-16 05:00:00,0.639,0.074,0.446,0.446,0.233,0.19
2015-05-16 06:00:00,0.739,0.064,0.453,0.453,0.199,0.161
2015-05-16 07:00:00,0.792,0.032,0.444,0.444,0.211,0.164
2015-05-16 08:00:00,0.817,0.015,0.406,0.406,0.325,0.157
2015-05-16 09:00:00,0.812,0.009,0.478,0.478,0.299,0.187
2015-05-16 10:00:00,0.795,0.01,0.44,0.44,0.438,0.249
2015-05-16 11:00:00,0.731,0.0,0.439,0.439,0.355,0.234
2015-05-16 12:00:00,0.75,0.011,0.428,0.428,0.448,0.311
2015-05-16 13:00:00,0.795,0.033,0.523,0.523,0.483,0.387
2015-05-16 14:00:00,0.824,0.113,0.663,0.663,0.502,0.417
2015-05-16 15:00:00,0.814,0.222,0.794,0.794,0.432,0.538
2015-05-16 16:00:00,0.823,0.234,0.885,0.885,0.474,0.621
2015-05-16 17:00:00,0.842,0.335,0.906,0.906,0.533,0.645
2015-05-16 18:00:00,0.863,0.442,0.826,0.826,0.677,0.658
2015-05-16 19:00:00,0.842,0.516,0.772,0.772,0.78,0.636
2015-05-16 20:00:00,0.789,0.625,0.818,0.818,0.886,0.648
2015-05-16 21:00:00,0.764,0.729,0.835,0.835,0.969,0.67
2015-05-16 22:00:00,0.773,0.813,0.856,0.856,0.996,0.655
2015-05-16 23:00:00,0.798,0.814,0.932,0.932,0.999,0.664
2015-05-17 00:00:00,0.851,0.685,0.984,0.984,0.999,0.682
2015-05-17 01:00:00,0.876,0.673,0.997,0.997,0.999,0.68
2015-05-17 02:00:00,0.86,0.759,0.998,0.998,0.998,0.688
2015-05-17 03:00:00,0.844,0.892,0.999,0.999,0.998,0.7
2015-05-17 04:00:00,0.86,0.928,0.999,0.999,0.994,0.697
2015-05-17 05:00:00,0.803,0.95,0.999,0.999,0.993,0.697
2015-05-17 06:00:00,0.703,0.95,1.0,1.0,0.997,0.726
2015-05-17 07:00:00,0.688,0.95,1.0,1.0,0.997,0.74
2015-05-17 08:00:00,0.716,0.95,1.0,1.0,0.996,0.737
2015-05-17 09:00:00,0.758,0.95,1.0,1.0,0.995,0.742
2015-05-17 10:00:00,0.783,0.95,0.996,0.996,0.996,0.75
2015-05-17 11:00:00,0.82,0.95,1.0,1.0,0.998,0.765
2015-05-17 12:00:00,0.829,0.95,1.0,1.0,0.999,0.763
2015-05-17 13:00:00,0.87,0.95,1.0,1.0,0.989,0.765
2015-05-17 14:00:00,0.881,0.95,1.0,1.0,0.982,0.769
2015-05-17 15:00:00,0.908,0.95,1.0,1.0,0.994,0.787
2015-05-17 16:00:00,0.918,0.95,1.0,1.0,0.995,0.811
2015-05-17 17:00:00,0.903,0.95,1.0,1.0,0.984,0.835
2015-05-17 18:00:00,0.88,0.95,0.999,0.999,0.979,0.838
2015-05-17 19:00:00,0.861,0.95,0.999,0.999,0.962,0.812
2015-05-17 20:00:00,0.822,0.95,0.998,0.998,0.972,0.828
2015-05-17 21:00:00,0.771,0.95,0.999,0.999,0.983,0.814
2015-05-17 22:00:00,0.678,0.95,0.997,0.997,0.984,0.808
2015-05-17 23:00:00,0.692,0.95,0.991,0.991,0.969,0.825
2015-05-18 00:00:00,0.587,0.95,0.991,0.991,0.986,0.814
2015-05-18 01:00:00,0.443,0.95,0.995,0.995,0.987,0.795
2015-05-18 02:00:00,0.383,0.95,0.993,0.993,0.979,0.799
2015-05-18 03:00:00,0.347,0.95,0.994,0.994,0.966,0.797
2015-05-18 04:00:00,0.318,0.95,0.986,0.986,0.953,0.773
2015-05-18 05:00:00,0.283,0.949,0.984,0.984,0.956,0.745
2015-05-18 06:00:00,0.293,0.946,0.968,0.968,0.885,0.715
2015-05-18 07:00:00,0.316,0.944,0.934,0.934,0.719,0.685
2015-05-18 08:00:00,0.406,0.93,0.885,0.885,0.531,0.648
2015-05-18 09:00:00,0.592,0.929,0.828,0.828,0.399,0.602
2015-05-18 10:00:00,0.705,0.91,0.64,0.64,0.239,0.525
2015-05-18 11:00:00,0.681,0.795,0.616,0.616,0.118,0.435
2015-05-18 12:00:00,0.703,0.781,0.475,0.475,0.045,0.478
2015-05-18 13:00:00,0.711,0.849,0.323,0.323,0.014,0.457
2015-05-18 14:00:00,0.697,0.845,0.194,0.194,0.007,0.401
2015-05-18 15:00:00,0.719,0.716,0.124,0.124,0.002,0.337
2015-05-18 16:00:00,0.745,0.528,0.064,0.064,0.016,0.298
2015-05-18 17:00:00,0.751,0.338,0.027,0.027,0.104,0.279
2015-05-18 18:00:00,0.809,0.23,0.005,0.005,0.347,0.261
2015-05-18 19:00:00,0.898,0.129,0.002,0.002,0.682,0.244
2015-05-18 20:00:00,0.926,0.056,0.029,0.029,0.846,0.236
2015-05-18 21:00:00,0.94,0.021,0.253,0.253,0.917,0.227
2015-05-18 22:00:00,0.93,0.004,0.585,0.585,0.919,0.24
2015-05-18 23:00:00,0.923,0.0,0.783,0.783,0.91,0.286
2015-05-19 00:00:00,0.911,0.0,0.902,0.902,0.919,0.438
2015-05-19 01:00:00,0.869,0.08,0.932,0.932,0.934,0.603
2015-05-19 02:00:00,0.815,0.217,0.915,0.915,0.92,0.651
2015-05-19 03:00:00,0.756,0.305,0.861,0.861,0.872,0.635
2015-05-19 04:00:00,0.688,0.43,0.865,0.865,0.823,0.62
2015-05-19 05:00:00,0.614,0.56,0.882,0.882,0.644,0.608
2015-05-19 06:00:00,0.58,0.651,0.861,0.861,0.478,0.577
2015-05-19 07:00:00,0.669,0.856,0.76,0.76,0.395,0.557
2015-05-19 08:00:00,0.666,0.944,0.593,0.593,0.435,0.515
2015-05-19 09:00:00,0.69,0.948,0.5,0.5,0.507,0.388
2015-05-19 10:00:00,0.767,0.946,0.478,0.478,0.184,0.254
2015-05-19 11:00:00,0.755,0.911,0.685,0.685,0.106,0.203
2015-05-19 12:00:00,0.74,0.906,0.644,0.644,0.06,0.223
2015-05-19 13:00:00,0.757,0.83,0.496,0.496,0.072,0.301
2015-05-19 14:00:00,0.741,0.691,0.329,0.329,0.082,0.33
2015-05-19 15:00:00,0.727,0.451,0.213,0.213,0.109,0.416
2015-05-19 16:00:00,0.723,0.701,0.228,0.228,0.087,0.507
2015-05-19 17:00:00,0.668,0.719,0.221,0.221,0.036,0.571
2015-05-19 18:00:00,0.567,0.518,0.112,0.112,0.009,0.555
2015-05-19 19:00:00,0.494,0.553,0.067,0.067,0.006,0.488
2015-05-19 20:00:00,0.403,0.499,0.06,0.06,0.025,0.426
2015-05-19 21:00:00,0.32,0.344,0.052,0.052,0.049,0.382
2015-05-19 22:00:00,0.299,0.292,0.012,0.012,0.022,0.347
2015-05-19 23:00:00,0.266,0.24,0.009,0.009,0.036,0.255
2015-05-20 00:00:00,0.274,0.155,0.016,0.016,0.058,0.246
2015-05-20 01:00:00,0.314,0.109,0.086,0.086,0.094,0.233
2015-05-20 02:00:00,0.279,0.044,0.165,0.165,0.08,0.218
2015-05-20 03:00:00,0.227,0.025,0.199,0.199,0.081,0.213
2015-05-20 04:00:00,0.218,0.028,0.163,0.163,0.084,0.184
2015-05-20 05:00:00,0.208,0.024,0.125,0.125,0.067,0.154
2015-05-20 06:00:00,0.204,0.009,0.079,0.079,0.046,0.136
2015-05-20 07:00:00,0.222,0.006,0.032,0.032,0.03,0.113
2015-05-20 08:00:00,0.285,0.002,0.012,0.012,0.016,0.09
2015-05-20 09:00:00,0.354,0.0,0.009,0.009,0.004,0.082
2015-05-20 10:00:00,0.395,0.0,0.03,0.03,0.005,0.093
2015-05-20 11:00:00,0.384,0.0,0.04,0.04,0.001,0.092
2015-05-20 12:00:00,0.433,0.0,0.093,0.093,0.004,0.143
2015-05-20 13:00:00,0.49,0.018,0.198,0.198,0.004,0.171
2015-05-20 14:00:00,0.502,0.124,0.204,0.204,0.009,0.189
2015-05-20 15:00:00,0.489,0.187,0.302,0.302,0.011,0.209
2015-05-20 16:00:00,0.492,0.145,0.361,0.361,0.009,0.245
2015-05-20 17:00:00,0.49,0.157,0.404,0.404,0.007,0.288
2015-05-20 18:00:00,0.488,0.288,0.4,0.4,0.004,0.3
2015-05-20 19:00:00,0.425,0.344,0.317,0.317,0.003,0.275
2015-05-20 20:00:00,0.319,0.451,0.205,0.205,0.002,0.231
2015-05-20 21:00:00,0.262,0.549,0.103,0.103,0.003,0.199
2015-05-20 22:00:00,0.268,0.587,0.024,0.024,0.025,0.182
2015-05-20 23:00:00,0.297,0.582,0.005,0.005,0.012,0.186
2015-08-21 00:00:00,0.353,0.159,0.329,0.329,0.475,0.405
2015-08-21 01:00:00,0.399,0.158,0.26,0.26,0.337,0.313
2015-08-21 02:00:00,0.435,0.145,0.202,0.202,0.244,0.271
2015-08-21 03:00:00,0.431,0.113,0.132,0.132,0.169,0.255
2015-08-21 04:00:00,0.394,0.08,0.079,0.079,0.122,0.242
2015-08-21 05:00:00,0.38,0.062,0.041,0.041,0.085,0.221
2015-08-21 06:00:00,0.353,0.046,0.023,0.023,0.055,0.197
2015-08-21 07:00:00,0.352,0.041,0.013,0.013,0.025,0.166
2015-08-21 08:00:00,0.379,0.033,0.014,0.014,0.011,0.134
2015-08-21 09:00:00,0.407,0.025,0.024,0.024,0.008,0.121
2015-08-21 10:00:00,0.458,0.019,0.059,0.059,0.015,0.125
2015-08-21 11:00:00,0.484,0.002,0.11,0.11,0.027,0.153
2015-08-21 12:00:00,0.517,0.001,0.174,0.174,0.069,0.177
2015-08-21 13:00:00,0.488,0.001,0.236,0.236,0.173,0.211
2015-08-21 14:00:00,0.435,0.0,0.28,0.28,0.287,0.243
2015-08-21 15:00:00,0.378,0.0,0.296,0.296,0.365,0.26
2015-08-21 16:00:00,0.317,0.001,0.263,0.263,0.455,0.261
2015-08-21 17:00:00,0.268,0.013,0.219,0.219,0.581,0.25
2015-08-21 18:00:00,0.246,0.036,0.216,0.216,0.671,0.229
2015-08-21 19:00:00,0.227,0.066,0.254,0.254,0.713,0.214
2015-08-21 20:00:00,0.229,0.118,0.26,0.26,0.715,0.218
2015-08-21 21:00:00,0.266,0.188,0.224,0.224,0.677,0.227
2015-08-21 22:00:00,0.354,0.263,0.312,0.312,0.558,0.238
2015-08-21 23:00:00,0.457,0.301,0.253,0.253,0.446,0.301
2015-08-22 00:00:00,0.491,0.286,0.201,0.201,0.343,0.267
2015-08-22 01:00:00,0.512,0.217,0.167,0.167,0.243,0.217
2015-08-22 02:00:00,0.512,0.155,0.141,0.141,0.176,0.175
2015-08-22 03:00:00,0.483,0.114,0.123,0.123,0.134,0.146
2015-08-22 04:00:00,0.458,0.084,0.121,0.121,0.118,0.133
2015-08-22 05:00:00,0.451,0.076,0.115,0.115,0.133,0.132
2015-08-22 06:00:00,0.454,0.095,0.102,0.102,0.155,0.126
2015-08-22 07:00:00,0.462,0.133,0.104,0.104,0.165,0.115
2015-08-22 08:00:00,0.484,0.163,0.116,0.116,0.164,0.114
2015-08-22 09:00:00,0.488,0.163,0.14,0.14,0.19,0.122
2015-08-22 10:00:00,0.503,0.155,0.103,0.103,0.167,0.135
2015-08-22 11:00:00,0.438,0.168,0.134,0.134,0.194,0.131
2015-08-22 12:00:00,0.472,0.168,0.166,0.166,0.278,0.135
2015-08-22 13:00:00,0.495,0.216,0.209,0.209,0.408,0.135
2015-08-22 14:00:00,0.51,0.284,0.284,0.284,0.565,0.142
2015-08-22 15:00:00,0.493,0.372,0.356,0.356,0.712,0.161
