hour,PL,PL dolnośląskie,PL kujawsko-pomorskie,PL lubelskie,PL lubuskie,PL łódzkie,PL małopolskie,PL mazowieckie,PL opolskie,PL podkarpackie,PL podlaskie,PL pomorskie,PL śląskie,PL świętokrzyskie,PL warmińsko-mazurskie,PL wielkopolskie,PL zachodniopomorskie
2015-02-26 00:00:00,0.069,0.062,0.051,0.107,0.028,0.161,0.179,0.101,0.177,0.235,0.053,0.027,0.28,0.171,0.041,0.113,0.02
2015-02-26 01:00:00,0.079,0.072,0.057,0.11,0.031,0.185,0.172,0.121,0.189,0.226,0.074,0.035,0.295,0.178,0.048,0.132,0.022
2015-02-26 02:00:00,0.086,0.075,0.065,0.112,0.027,0.193,0.159,0.141,0.19,0.212,0.091,0.053,0.299,0.17,0.059,0.142,0.022
2015-02-26 03:00:00,0.093,0.067,0.077,0.126,0.026,0.204,0.171,0.167,0.198,0.212,0.109,0.065,0.301,0.165,0.076,0.137,0.023
2015-02-26 04:00:00,0.096,0.068,0.092,0.137,0.026,0.199,0.161,0.186,0.197,0.208,0.131,0.07,0.28,0.156,0.097,0.123,0.026
2015-02-26 05:00:00,0.102,0.07,0.116,0.141,0.028,0.19,0.161,0.192,0.192,0.213,0.148,0.072,0.272,0.155,0.118,0.12,0.034
2015-02-26 06:00:00,0.107,0.065,0.135,0.149,0.031,0.178,0.164,0.188,0.188,0.225,0.15,0.07,0.243,0.145,0.125,0.122,0.046
2015-02-26 07:00:00,0.096,0.051,0.125,0.146,0.034,0.143,0.138,0.156,0.178,0.238,0.116,0.055,0.207,0.107,0.103,0.112,0.052
2015-02-26 08:00:00,0.078,0.031,0.1,0.139,0.029,0.113,0.148,0.14,0.156,0.237,0.086,0.034,0.189,0.107,0.068,0.079,0.05
2015-02-26 09:00:00,0.065,0.025,0.066,0.168,0.02,0.102,0.153,0.117,0.147,0.231,0.076,0.029,0.178,0.124,0.047,0.047,0.042
2015-02-26 10:00:00,0.05,0.021,0.054,0.141,0.02,0.062,0.098,0.095,0.116,0.141,0.054,0.031,0.117,0.08,0.05,0.032,0.035
2015-02-26 11:00:00,0.052,0.024,0.06,0.119,0.022,0.069,0.104,0.092,0.124,0.131,0.042,0.04,0.114,0.085,0.051,0.039,0.034
2015-02-26 12:00:00,0.054,0.027,0.063,0.108,0.024,0.076,0.09,0.086,0.11,0.127,0.043,0.04,0.102,0.09,0.056,0.05,0.036
2015-02-26 13:00:00,0.058,0.029,0.063,0.122,0.026,0.087,0.085,0.088,0.097,0.131,0.051,0.042,0.102,0.108,0.057,0.055,0.04
2015-02-26 14:00:00,0.061,0.032,0.061,0.157,0.026,0.08,0.091,0.079,0.086,0.151,0.075,0.051,0.11,0.118,0.061,0.058,0.043
